kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_smass
6587280,K00857.02,CONFIRMED,CANDIDATE,0.993,20.0261412,1.1638726003782334,449.45685551062155,1.9192334541705047,5237.0,4.572,0.83,0.824
6784235,K00863.01,CONFIRMED,CANDIDATE,1.0,3.167893418,2.127457288756495,784.7064367675349,3.2631013920637666,5895.0,4.503,1.068,1.049
6849310,K00864.01,CONFIRMED,CANDIDATE,1.0,4.311780262,2.6408330678661787,1157.570523149909,3.2878588127967814,5527.0,4.484,0.886,0.901
6849310,K00864.02,CONFIRMED,CANDIDATE,1.0,20.0504494,4.405955772879255,842.0890781754009,2.8042610994340795,5527.0,4.484,0.886,0.901
6849310,K00864.03,CONFIRMED,CANDIDATE,1.0,9.76734503,1.4775968241456623,573.6845028246895,2.3146002160866472,5527.0,4.484,0.886,0.901
6862328,K00865.01,CANDIDATE,CANDIDATE,1.0,119.0207044,7.551315747866042,7439.449739328641,8.419749109519126,5453.0,4.342,0.895,0.944
6863998,K00867.01,CONFIRMED,CANDIDATE,1.0,16.08518937,3.4956384051843754,1437.0389819069462,3.2374401241783475,5239.0,4.523,0.783,0.822
6948054,K00869.01,CONFIRMED,CANDIDATE,1.0,7.49018305,2.6335443586745786,1129.8554173921893,2.9549639454005883,5103.0,4.562,0.806,0.845
6948054,K00869.02,CONFIRMED,CANDIDATE,1.0,36.2761238,4.618049662851982,1573.8195945737,3.487532184603347,5103.0,4.562,0.806,0.845
6948054,K00869.03,CONFIRMED,CANDIDATE,1.0,17.46087931,2.1611620837807024,816.717887762386,2.5123305761090933,5103.0,4.562,0.806,0.845
6948054,K00869.04,CONFIRMED,CANDIDATE,1.0,3.219814777,1.9993284105416178,492.7290147863639,1.9513933404796024,5103.0,4.562,0.806,0.845
6949607,K00870.01,CONFIRMED,CANDIDATE,1.0,5.912273234,2.2539671254128755,966.4244356573092,2.2514263201299554,4072.0,4.696,0.664,0.684
6949607,K00870.02,CONFIRMED,CANDIDATE,1.0,8.98581901,2.7854405496416073,884.3041479406066,2.153647487450688,4072.0,4.696,0.664,0.684
7109675,K00872.01,CONFIRMED,CANDIDATE,1.0,33.60123371,3.8446197069508368,7433.836190552379,7.701868574863628,5149.0,4.447,0.819,0.865
7109675,K00872.02,CONFIRMED,CANDIDATE,1.0,6.76652928,2.8199434290560195,451.3060577608918,1.8976896613728802,5149.0,4.447,0.819,0.865
7118364,K00873.01,CONFIRMED,CANDIDATE,1.0,4.347288783,2.0791595002230148,451.8403079685762,3.278291768965043,5754.0,4.345,1.414,1.042
7134976,K00874.01,CONFIRMED,CANDIDATE,1.0,4.601811819,2.1832744946337685,759.2754121277245,2.341223281108413,4986.0,4.496,0.779,0.823
7134976,K00874.02,CONFIRMED,CANDIDATE,0.997,11.18719905,3.1568783330933963,354.73628733628806,1.6002799876213938,4986.0,4.496,0.779,0.823
