,#x
2900,1.20E-09
2901,2.33E-09
2902,4.31E-09
2903,7.72E-09
2904,1.33E-08
2905,2.17E-08
2906,3.01E-08
2907,3.09E-08
2908,2.25E-08
2909,1.31E-08
2910,6.80E-09
2911,3.19E-09
2912,1.31E-09
2913,4.39E-10
2914,1.10E-10
2915,1.96E-11
2916,4.08E-12
2917,4.08E-12
2918,4.08E-12
2919,4.08E-12
2920,4.08E-12
2921,4.08E-12
2922,4.08E-12
2923,4.08E-12
2924,4.08E-12
2925,4.08E-12
2926,4.08E-12
2927,4.08E-12
2928,4.08E-12
2929,4.08E-12
2930,4.08E-12
2931,4.08E-12
2932,4.08E-12
2933,4.08E-12
2934,4.08E-12
2935,4.08E-12
2936,4.08E-12
2937,4.08E-12
2938,4.08E-12
2939,4.09E-12
2940,4.09E-12
2941,4.09E-12
2942,4.09E-12
2943,4.10E-12
2944,4.11E-12
2945,4.14E-12
2946,4.22E-12
2947,4.49E-12
2948,5.31E-12
2949,7.71E-12
2950,1.43E-11
2951,3.13E-11
2952,7.18E-11
2953,1.62E-10
2954,3.46E-10
2955,7.00E-10
2956,1.34E-09
2957,2.41E-09
2958,4.11E-09
2959,6.65E-09
2960,1.00E-08
2961,1.36E-08
2962,1.57E-08
2963,1.46E-08
2964,1.10E-08
2965,6.96E-09
2966,3.81E-09
2967,1.79E-09
2968,6.81E-10
2969,1.87E-10
2970,3.04E-11
2971,4.08E-12
2972,4.08E-12
2973,4.08E-12
2974,4.08E-12
2975,4.08E-12
2976,4.08E-12
2977,4.08E-12
2978,4.08E-12
2979,4.08E-12
2980,4.08E-12
2981,4.08E-12
2982,4.08E-12
2983,4.08E-12
2984,4.08E-12
2985,4.08E-12
2986,4.08E-12
2987,4.08E-12
2988,4.08E-12
2989,4.08E-12
2990,4.08E-12
2991,4.08E-12
2992,4.08E-12
2993,4.08E-12
2994,4.08E-12
2995,4.08E-12
2996,4.08E-12
2997,4.08E-12
2998,4.08E-12
2999,4.09E-12
3000,4.10E-12
3001,4.14E-12
3002,4.30E-12
3003,4.79E-12
3004,6.27E-12
3005,1.05E-11
3006,2.18E-11
3007,5.00E-11
3008,1.16E-10
3009,2.62E-10
3010,5.66E-10
3011,1.17E-09
3012,2.33E-09
3013,4.54E-09
3014,8.90E-09
3015,1.83E-08
3016,4.33E-08
3017,1.52E-07
3018,0.008422182
3019,4.81E-07
3020,6.56E-08
3021,2.03E-08
3022,7.37E-09
3023,2.51E-09
3024,6.65E-10
3025,9.93E-11
