,Planet,Per,E_Per,e_Per,Rp/Rstar,E_Rp/Rstar,e_Rp/Rstar,T,E_T,e_T,Rp,E_Rp,e_Rp,Tmax-c,E_Tmax-c,e_Tmax-c,a,E_a,e_a,S,E_S,e_S,Samp,KOI,Teff,e_Teff,FeH,e_FeH,Rstar,E_Rstar,e_Rstar,Mstar-iso,E_Mstar-iso,e_Mstar-iso,Rstar-iso,E_Rstar-iso,e_Rstar-iso,age-iso,E_age-iso,e_age-iso
383,K00691.01,29.66631669,5.989e-05,-5.989e-05,2.38,0.04,-0.04, 8.0984,0.0421,-0.0421,3.79,0.17,-0.17,9.0484,0.282,-0.282,0.1889,0.0026,-0.0026,64.1479,5.9302,-5.9302,1,691,5933,100,-0.31,0.06,1.45,0.06,-0.06,0.97,0.04,-0.04,1.44,0.04,-0.04, 8.5, 1.4,-1.4
384,K00691.02,16.2254975,0.0001335,-0.0001335,1.015,0.047,-0.047, 6.3459,0.2076,-0.2076,1.61,0.1,-0.1,7.4147,0.2311,-0.2311,0.1269,0.0017,-0.0017,142.2687,13.1521,-13.1521,1,691,5933,100,-0.31,0.06,1.45,0.06,-0.06,0.97,0.04,-0.04,1.44,0.04,-0.04, 8.5, 1.4,-1.4
385,K00692.01,2.46234425,4.1e-06,-4.1e-06,1.23,0.038,-0.038, 1.7896,0.0429,-0.0429,1.47,0.07,-0.07,2.9597,0.0899,-0.0899,0.0371,0.0005,-0.0005,790.8207,66.8741,-66.8741,1,692,5679,100,0.17,0.06,1.09,0.04,-0.04,1.01,0.04,-0.04,1.08,0.02,-0.02, 5.9, 2.7,-2.4
386,K00692.02,4.82296932,5.51e-06,-5.51e-06,1.708,0.077,-0.077, 0.8003,0.0350,-0.0350,2.04,0.12,-0.12,3.6949,0.1123,-0.1123,0.0578,0.0008,-0.0008,325.5991,27.5336,-27.5336,0,692,5679,100,0.17,0.06,1.09,0.04,-0.04,1.01,0.04,-0.04,1.08,0.02,-0.02, 5.9, 2.7,-2.4
387,K00693.01,28.7796446,0.0001692,-0.0001692,1.468,0.053,-0.053, 7.6811,0.1299,-0.1299,2.56,0.14,-0.14,9.2047,0.2755,-0.2755,0.1973,0.0031,-0.0031,74.3523,6.3173,-6.3173,1,693,6018,100,-0.03,0.06,1.59,0.07,-0.07,1.18,0.04,-0.07,1.57,0.04,-0.04, 4.5, 1.6,-0.8
388,K00693.02,15.66057688,3.826e-05,-3.826e-05,1.807,0.059,-0.059, 6.7832,0.0586,-0.0586,3.15,0.16,-0.16,7.5301,0.2254,-0.2254,0.132,0.0021,-0.0021,166.0124,14.1053,-14.1053,1,693,6018,100,-0.03,0.06,1.59,0.07,-0.07,1.18,0.04,-0.07,1.57,0.04,-0.04, 4.5, 1.6,-0.8
389,K00694.01,17.42115972,2.09e-05,-2.09e-05,2.782,0.077,-0.077, 4.7182,0.0288,-0.0288,2.87,0.14,-0.14,4.9453,0.0976,-0.0976,0.1352,0.0012,-0.0012,46.4501,4.0918,-4.0918,1,694,5695,100,0.23,0.06,0.94,0.04,-0.04,1.02,0.03,-0.03,0.95,0.02,-0.02, 1.6, 2.0,-1.1
390,K00695.01,29.90721859,5.371e-05,-5.371e-05,2.228,0.053,-0.053, 4.6964,0.0395,-0.0395,2.25,0.1,-0.1,6.1357,0.1924,-0.1924,0.1799,0.0026,-0.0026,25.0388,2.0712,-2.0712,1,695,5730,100,-0.42,0.06,0.92,0.04,-0.04,0.82,0.04,-0.04,0.92,0.02,-0.02,10.0, 3.5,-3.2
391,K00700.01,30.86436512,5.401e-05,-5.401e-05,2.16,0.077,-0.077, 2.7222,0.0430,-0.0430,2.12,0.11,-0.11,6.0294,0.1892,-0.1892,0.1831,0.0026,-0.0026,22.2936,1.841,-1.841,0,700,5705,100,-0.44,0.06,0.89,0.04,-0.03,0.82,0.04,-0.03,0.89,0.02,-0.02, 9.6, 3.7,-3.3
392,K00700.02,9.36059705,2.31e-05,-2.31e-05,1.415,0.048,-0.048, 3.0751,0.0579,-0.0579,1.39,0.07,-0.07,4.0671,0.1276,-0.1276,0.0833,0.0012,-0.0012,107.682,8.8922,-8.8922,1,700,5705,100,-0.44,0.06,0.89,0.04,-0.03,0.82,0.04,-0.03,0.89,0.02,-0.02, 9.6, 3.7,-3.3
393,K00700.03,14.6672293,5.802e-05,-5.802e-05,1.297,0.052,-0.052, 3.6361,0.0855,-0.0855,1.27,0.07,-0.07,4.7168,0.148,-0.148,0.1121,0.0016,-0.0016,59.5229,4.9153,-4.9153,1,700,5705,100,-0.44,0.06,0.89,0.04,-0.03,0.82,0.04,-0.03,0.89,0.02,-0.02, 9.6, 3.7,-3.3
394,K00700.04,68.1609897,0.0004525,-0.0004525,1.586,0.06,-0.06, 5.4498,0.1229,-0.1229,1.55,0.08,-0.08,7.831,0.2457,-0.2457,0.3089,0.0044,-0.0044,7.8342,0.6469,-0.6469,1,700,5705,100,-0.44,0.06,0.89,0.04,-0.03,0.82,0.04,-0.03,0.89,0.02,-0.02, 9.6, 3.7,-3.3
395,K00701.01,18.16407304,1.762e-05,-1.762e-05,2.766,0.068,-0.068, 2.8427,0.0227,-0.0227,2.15,0.11,-0.11,4.1318,0.1408,-0.1408,0.1219,0.0014,-0.0014,15.6376,1.9371,-1.9371,1,701,4863,100,-0.34,0.06,0.71,0.03,-0.03,0.69,0.03,-0.02,0.68,0.02,-0.02,10.6, 6.2,-6.7
396,K00701.02,5.71489692,6.76e-06,-6.76e-06,1.876,0.083,-0.083, 2.2842,0.0312,-0.0312,1.46,0.09,-0.09,2.821,0.0961,-0.0961,0.0568,0.0007,-0.0007,71.9584,8.9136,-8.9136,1,701,4863,100,-0.34,0.06,0.71,0.03,-0.03,0.69,0.03,-0.02,0.68,0.02,-0.02,10.6, 6.2,-6.7
397,K00701.03,122.3858681,0.0005022,-0.0005022,2.412,0.096,-0.096, 6.8644,0.0889,-0.0889,1.88,0.11,-0.11,7.7544,0.2642,-0.2642,0.4295,0.005,-0.005,1.2605,0.1561,-0.1561,1,701,4863,100,-0.34,0.06,0.71,0.03,-0.03,0.69,0.03,-0.02,0.68,0.02,-0.02,10.6, 6.2,-6.7
398,K00704.01,18.39629744,2.973e-05,-2.973e-05,2.371,0.079,-0.079, 2.5226,0.0380,-0.0380,1.96,0.1,-0.1,4.5109,0.198,-0.198,0.1306,0.0015,-0.0015,25.2503,3.4534,-3.4534,0,704,5277,100,-0.08,0.06,0.75,0.03,-0.03,0.82,0.03,-0.03,0.79,0.04,-0.03, 4.5, 5.5,-3.2
399,K00707.01,21.77568158,3.327e-05,-3.327e-05,2.587,0.029,-0.029, 7.6524,0.0324,-0.0324,4.59,0.19,-0.19,8.462,0.2504,-0.2504,0.1665,0.0025,-0.0025,104.34,9.0679,-9.0679,1,707,5953,100,0.14,0.06,1.62,0.07,-0.07,1.23,0.04,-0.08,1.60,0.04,-0.04, 4.2, 1.6,-0.7
400,K00707.02,41.0283424,0.0001418,-0.0001418,2.139,0.043,-0.043, 9.4419,0.0674,-0.0674,3.8,0.17,-0.17,10.4294,0.3086,-0.3086,0.2529,0.0039,-0.0039,45.2171,3.9297,-3.9297,1,707,5953,100,0.14,0.06,1.62,0.07,-0.07,1.23,0.04,-0.08,1.60,0.04,-0.04, 4.2, 1.6,-0.7
401,K00707.03,31.7848157,0.0001006,-0.0001006,1.944,0.048,-0.048, 8.5102,0.0676,-0.0676,3.45,0.16,-0.16,9.5868,0.2837,-0.2837,0.2137,0.0033,-0.0033,63.335,5.5042,-5.5042,1,707,5953,100,0.14,0.06,1.62,0.07,-0.07,1.23,0.04,-0.08,1.60,0.04,-0.04, 4.2, 1.6,-0.7
402,K00707.04,13.17555999,3.611e-05,-3.611e-05,1.538,0.031,-0.031, 6.4873,0.0550,-0.0550,2.73,0.12,-0.12,7.1691,0.2122,-0.2122,0.1195,0.0018,-0.0018,202.5249,17.6008,-17.6008,1,707,5953,100,0.14,0.06,1.62,0.07,-0.07,1.23,0.04,-0.08,1.60,0.04,-0.04, 4.2, 1.6,-0.7
403,K00707.05,5.66815821,1.566e-05,-1.566e-05,1.009,0.035,-0.035, 4.7776,0.0610,-0.0610,1.79,0.1,-0.1,5.4272,0.1606,-0.1606,0.0685,0.001,-0.001,616.638,53.59,-53.59,1,707,5953,100,0.14,0.06,1.62,0.07,-0.07,1.23,0.04,-0.08,1.60,0.04,-0.04, 4.2, 1.6,-0.7
404,K00708.01,17.40665216,3.36e-05,-3.36e-05,2.236,0.037,-0.037, 6.6337,0.0439,-0.0439,3.82,0.16,-0.16,7.6596,0.2197,-0.2197,0.1412,0.0021,-0.0021,147.5893,11.9903,-11.9903,1,708,6100,100,-0.1,0.06,1.56,0.06,-0.06,1.17,0.04,-0.06,1.54,0.04,-0.04, 4.3, 1.4,-0.8
405,K00708.02,7.69363627,2.057e-05,-2.057e-05,1.597,0.057,-0.057, 4.8785,0.0590,-0.0590,2.73,0.15,-0.15,5.8505,0.1678,-0.1678,0.0824,0.0012,-0.0012,433.6159,35.2275,-35.2275,1,708,6100,100,-0.1,0.06,1.56,0.06,-0.06,1.17,0.04,-0.06,1.54,0.04,-0.04, 4.3, 1.4,-0.8
406,K00709.01,21.3851584,3.579e-05,-3.579e-05,2.349,0.058,-0.058, 3.9250,0.0381,-0.0381,2.18,0.1,-0.1,5.0436,0.1575,-0.1575,0.1449,0.002,-0.002,25.5809,2.2184,-2.2184,1,709,5385,100,-0.13,0.06,0.85,0.04,-0.03,0.84,0.04,-0.04,0.84,0.02,-0.02, 7.8, 4.5,-3.9
407,K00710.01,5.37493289,1.246e-05,-1.246e-05,1.161,0.038,-0.038, 3.8559,0.0527,-0.0527,2.22,0.11,-0.11,5.5716,0.1399,-0.1399,0.0682,0.0004,-0.0004,1060.997,101.0006,-101.0006,1,710,6540,100,-0.06,0.06,1.75,0.07,-0.06,1.35,0.03,-0.03,1.74,0.04,-0.04, 2.2, 0.3,-0.2
408,K00710.02,8.58600968,3.61e-05,-3.61e-05,0.94,0.034,-0.034, 3.2306,0.0968,-0.0968,1.8,0.09,-0.09,6.5029,0.1633,-0.1633,0.0929,0.0006,-0.0006,571.7445,54.4267,-54.4267,0,710,6540,100,-0.06,0.06,1.75,0.07,-0.06,1.35,0.03,-0.03,1.74,0.04,-0.04, 2.2, 0.3,-0.2
409,K00710.03,3.88688862,2.266e-05,-2.266e-05,0.711,0.035,-0.035, 3.6414,0.1540,-0.1540,1.36,0.09,-0.09,5.0064,0.1257,-0.1257,0.0551,0.0004,-0.0004,1627.5406,154.9322,-154.9322,1,710,6540,100,-0.06,0.06,1.75,0.07,-0.06,1.35,0.03,-0.03,1.74,0.04,-0.04, 2.2, 0.3,-0.2
410,K00711.02,3.61930973,6.75e-06,-6.75e-06,1.311,0.055,-0.055, 2.9691,0.0474,-0.0474,1.49,0.09,-0.09,3.1552,0.0822,-0.0822,0.0487,0.0006,-0.0006,405.2358,34.7951,-34.7951,1,711,5630,100,0.4,0.06,1.04,0.04,-0.04,1.07,0.04,-0.04,1.03,0.02,-0.02, 2.7, 2.4,-1.7
411,K00711.03,124.5245224,0.0005536,-0.0005536,2.383,0.069,-0.069, 9.2757,0.1012,-0.1012,2.71,0.13,-0.13,10.1418,0.2643,-0.2643,0.5027,0.006,-0.006,3.7963,0.326,-0.326,1,711,5630,100,0.4,0.06,1.04,0.04,-0.04,1.07,0.04,-0.04,1.03,0.02,-0.02, 2.7, 2.4,-1.7
412,K00714.01,4.18200189,2.01e-06,-2.01e-06,2.632,0.068,-0.068, 2.1589,0.0132,-0.0132,2.42,0.11,-0.11,2.8458,0.0524,-0.0524,0.0508,0.0005,-0.0005,206.5688,17.6965,-17.6965,1,714,5380,100,0.15,0.06,0.83,0.03,-0.03,0.91,0.02,-0.03,0.84,0.01,-0.01, 2.4, 2.9,-1.6
413,K00716.01,26.89316101,1.622e-05,-1.622e-05,12.238,8.066,-8.066,       ,      ,       ,22.7,14.99,-14.99,9.4027,0.2252,-0.2252,0.1942,0.0023,-0.0023,91.8589,7.9712,-7.9712,0,716,6063,100,0.13,0.06,1.70,0.07,-0.07,1.28,0.03,-0.06,1.69,0.04,-0.04, 3.4, 1.0,-0.5
414,K00717.01,14.70749512,3.674e-05,-3.674e-05,1.484,0.067,-0.067, 3.0788,0.0593,-0.0593,1.94,0.11,-0.11,5.7434,0.1533,-0.1533,0.1228,0.0015,-0.0015,84.3548,7.0764,-7.0764,0,717,5641,100,0.34,0.06,1.19,0.05,-0.05,1.07,0.04,-0.04,1.18,0.02,-0.02, 6.1, 2.2,-2.0
415,K00717.02,0.90037592,3.34e-06,-3.34e-06,0.581,0.035,-0.035, 1.3422,0.1065,-0.1065,0.76,0.05,-0.05,2.2848,0.061,-0.061,0.0194,0.0002,-0.0002,3368.3816,282.569,-282.569,1,717,5641,100,0.34,0.06,1.19,0.05,-0.05,1.07,0.04,-0.04,1.18,0.02,-0.02, 6.1, 2.2,-2.0
416,K00718.01,4.58546694,5.58e-06,-5.58e-06,1.788,0.038,-0.038, 3.2401,0.0278,-0.0278,2.28,0.1,-0.1,3.7067,0.0936,-0.0936,0.0587,0.0007,-0.0007,425.0292,37.2415,-37.2415,1,718,5907,100,0.37,0.06,1.16,0.05,-0.05,1.17,0.03,-0.05,1.16,0.03,-0.02, 1.8, 1.6,-1.0
417,K00718.02,22.71443351,5.038e-05,-5.038e-05,2.197,0.082,-0.082, 5.6468,0.0516,-0.0516,2.81,0.15,-0.15,6.2851,0.1586,-0.1586,0.1687,0.0019,-0.0019,51.4193,4.5054,-4.5054,1,718,5907,100,0.37,0.06,1.16,0.05,-0.05,1.17,0.03,-0.05,1.16,0.03,-0.02, 1.8, 1.6,-1.0
418,K00718.03,47.903427,0.0002221,-0.0002221,1.789,0.098,-0.098, 5.5073,0.1166,-0.1166,2.28,0.15,-0.15,8.0399,0.2029,-0.2029,0.276,0.0031,-0.0031,19.2027,1.6826,-1.6826,1,718,5907,100,0.37,0.06,1.16,0.05,-0.05,1.17,0.03,-0.05,1.16,0.03,-0.02, 1.8, 1.6,-1.0
419,K00720.01,5.69059163,1.102e-05,-1.102e-05,3.389,0.128,-0.128, 2.4224,0.0463,-0.0463,2.86,0.16,-0.16,3.0068,0.064,-0.064,0.0604,0.0006,-0.0006,108.8089,9.8496,-9.8496,1,720,5197,100,0.0,0.06,0.77,0.03,-0.03,0.83,0.02,-0.03,0.78,0.01,-0.01, 3.1, 4.1,-2.2
420,K00720.02,10.04157214,3.128e-05,-3.128e-05,3.044,0.131,-0.131, 2.4611,0.0748,-0.0748,2.57,0.15,-0.15,3.6266,0.0772,-0.0772,0.0878,0.0009,-0.0009,51.4155,4.6542,-4.6542,1,720,5197,100,0.0,0.06,0.77,0.03,-0.03,0.83,0.02,-0.03,0.78,0.01,-0.01, 3.1, 4.1,-2.2
421,K00720.03,18.36974658,8.564e-05,-8.564e-05,3.064,0.151,-0.151, 2.2234,0.1148,-0.1148,2.58,0.17,-0.17,4.4265,0.0942,-0.0942,0.1308,0.0013,-0.0013,23.1663,2.0971,-2.0971,0,720,5197,100,0.0,0.06,0.77,0.03,-0.03,0.83,0.02,-0.03,0.78,0.01,-0.01, 3.1, 4.1,-2.2
422,K00720.04,2.79590004,1.411e-05,-1.411e-05,1.796,0.109,-0.109, 1.9605,0.1181,-0.1181,1.51,0.11,-0.11,2.3782,0.0506,-0.0506,0.0378,0.0004,-0.0004,278.0121,25.1662,-25.1662,1,720,5197,100,0.0,0.06,0.77,0.03,-0.03,0.83,0.02,-0.03,0.78,0.01,-0.01, 3.1, 4.1,-2.2
423,K00721.01,13.72462702,4.917e-05,-4.917e-05,1.546,0.058,-0.058, 6.6455,0.0798,-0.0798,2.74,0.15,-0.15,7.3438,0.2556,-0.2556,0.12,0.0023,-0.0023,181.7772,14.2811,-14.2811,1,721,5820,100,0.12,0.06,1.62,0.07,-0.07,1.15,0.08,-0.06,1.60,0.04,-0.04, 5.9, 1.4,-1.7
424,K00722.01,46.40626,0.0001701,-0.0001701,2.002,0.049,-0.049, 6.7980,0.0765,-0.0765,2.6,0.12,-0.12,8.3072,0.2411,-0.2411,0.264,0.0034,-0.0034,26.2395,2.2407,-2.2407,1,722,6188,100,-0.11,0.06,1.19,0.05,-0.04,1.09,0.04,-0.04,1.18,0.03,-0.03, 3.1, 1.5,-1.2
425,K00736.01,18.79418506,4.465e-05,-4.465e-05,3.531,0.126,-0.126, 3.1431,0.0564,-0.0564,2.72,0.15,-0.15,4.1256,0.1226,-0.1226,0.123,0.0014,-0.0014,8.0003,0.8444,-0.8444,1,736,4180,70,0.1,0.09,0.70,0.03,-0.03,0.66,0.03,-0.02,0.67,0.02,-0.02,11.9, 5.5,-7.1
426,K00736.02,6.73893544,2.687e-05,-2.687e-05,2.224,0.131,-0.131, 2.7417,0.1096,-0.1096,1.71,0.12,-0.12,2.941,0.0874,-0.0874,0.0625,0.0007,-0.0007,30.9795,3.2696,-3.2696,1,736,4180,70,0.1,0.09,0.70,0.03,-0.03,0.66,0.03,-0.02,0.67,0.02,-0.02,11.9, 5.5,-7.1
427,K00739.01,1.28707669,1.2e-06,-1.2e-06,2.464,0.078,-0.078, 1.4410,0.0255,-0.0255,1.82,0.08,-0.08,1.7092,0.0373,-0.0373,0.0207,0.0001,-0.0001,254.5405,27.5175,-27.5175,1,739,4093,70,0.17,0.09,0.67,0.02,-0.02,0.64,0.01,-0.01,0.66,0.02,-0.02,11.3, 5.8,-7.0
428,K00740.01,17.6717714,5.356e-05,-5.356e-05,2.734,0.125,-0.125, 3.0757,0.0706,-0.0706,2.37,0.14,-0.14,4.3541,0.1601,-0.1601,0.1235,0.0016,-0.0016,15.8136,2.2678,-2.2678,1,740,4687,110,0.08,0.09,0.79,0.03,-0.03,0.76,0.03,-0.03,0.75,0.03,-0.03,11.4, 5.7,-6.9
429,K00746.01,9.27358173,1.037e-05,-1.037e-05,3.218,0.072,-0.072, 3.1511,0.0261,-0.0261,2.6,0.11,-0.11,3.2464,0.0993,-0.0993,0.0771,0.0009,-0.0009,27.5592,4.071,-4.071,1,746,4532,110,-0.35,0.09,0.74,0.03,-0.03,0.66,0.02,-0.02,0.66,0.02,-0.02,13.7, 4.4,-6.8
430,K00747.01,6.02930329,5.51e-06,-5.51e-06,3.899,0.197,-0.197, 1.5246,0.0278,-0.0278,2.85,0.18,-0.18,2.7395,0.0773,-0.0773,0.0576,0.0007,-0.0007,37.9242,4.1844,-4.1844,0,747,4316,70,-0.13,0.09,0.66,0.03,-0.03,0.64,0.02,-0.02,0.64,0.02,-0.02,11.1, 6.0,-6.9
431,K00775.01,16.38489988,5.219e-05,-5.219e-05,3.03,0.129,-0.129, 2.9149,0.0719,-0.0719,2.04,0.11,-0.11,3.7402,0.1282,-0.1282,0.1098,0.0009,-0.0009,8.2848,1.0528,-1.0528,1,775,4148,70,-0.07,0.09,0.61,0.02,-0.02,0.62,0.02,-0.02,0.61,0.02,-0.02,10.6, 6.3,-6.8
432,K00775.02,7.8774163,1.493e-05,-1.493e-05,3.26,0.135,-0.135, 2.0078,0.0455,-0.0455,2.19,0.12,-0.12,2.9372,0.1007,-0.1007,0.0677,0.0006,-0.0006,21.7833,2.7682,-2.7682,1,775,4148,70,-0.07,0.09,0.61,0.02,-0.02,0.62,0.02,-0.02,0.61,0.02,-0.02,10.6, 6.3,-6.8
433,K00775.03,36.4454001,0.0001809,-0.0001809,3.025,0.156,-0.156, 3.8754,0.1146,-0.1146,2.03,0.13,-0.13,4.8693,0.1669,-0.1669,0.1861,0.0016,-0.0016,2.8839,0.3665,-0.3665,1,775,4148,70,-0.07,0.09,0.61,0.02,-0.02,0.62,0.02,-0.02,0.61,0.02,-0.02,10.6, 6.3,-6.8
434,K00778.01,2.24338057,2.67e-06,-2.67e-06,2.635,0.104,-0.104, 0.9682,0.0342,-0.0342,1.87,0.1,-0.1,1.937,0.0576,-0.0576,0.0296,0.0003,-0.0003,114.4175,13.646,-13.646,1,778,4150,70,-0.18,0.09,0.65,0.02,-0.02,0.62,0.02,-0.02,0.61,0.02,-0.02,12.6, 5.1,-7.1
435,K00781.01,11.59822233,1.407e-05,-1.407e-05,4.817,0.173,-0.173, 2.3051,0.0305,-0.0305,3.01,0.15,-0.15,3.1858,0.0573,-0.0573,0.0844,0.0006,-0.0006,7.8276,0.8722,-0.8722,1,781,3730,70,0.42,0.09,0.57,0.02,-0.02,0.55,0.01,-0.01,0.57,0.01,-0.01, 9.2, 7.0,-6.3
436,K00784.01,19.27153892,4.145e-05,-4.145e-05,3.201,0.091,-0.091, 2.6551,0.0486,-0.0486,1.79,0.08,-0.08,3.6958,0.0791,-0.0791,0.1215,0.0011,-0.0011,7.6252,0.7599,-0.7599,0,784,4423,70,0.1,0.09,0.51,0.02,-0.02,0.60,0.02,-0.02,0.57,0.02,-0.02, 2.7, 5.7,-2.2
437,K00784.02,10.06524317,1.49e-05,-1.49e-05,2.989,0.098,-0.098, 1.2959,0.0363,-0.0363,1.67,0.08,-0.08,2.9827,0.0638,-0.0638,0.0791,0.0007,-0.0007,17.9726,1.791,-1.791,0,784,4423,70,0.1,0.09,0.51,0.02,-0.02,0.60,0.02,-0.02,0.57,0.02,-0.02, 2.7, 5.7,-2.2
438,K00811.01,20.50588921,3.206e-05,-3.206e-05,4.119,0.121,-0.121, 3.8566,0.0378,-0.0378,3.3,0.15,-0.15,4.5276,0.1593,-0.1593,0.1374,0.0019,-0.0019,13.9382,1.8899,-1.8899,1,811,4787,110,0.13,0.09,0.73,0.03,-0.03,0.77,0.03,-0.03,0.75,0.03,-0.03, 7.1, 7.0,-5.0
439,K00812.01,3.34021884,3.18e-06,-3.18e-06,3.722,0.089,-0.089, 1.8183,0.0240,-0.0240,2.48,0.1,-0.1,2.0579,0.0793,-0.0793,0.0373,0.0005,-0.0005,51.0183,7.4188,-7.4188,1,812,4014,70,-0.43,0.09,0.61,0.02,-0.02,0.56,0.02,-0.02,0.55,0.03,-0.03,14.0, 4.1,-6.8
440,K00812.02,20.06036336,5.839e-05,-5.839e-05,3.556,0.11,-0.11, 3.1287,0.0625,-0.0625,2.36,0.11,-0.11,3.7184,0.1434,-0.1434,0.1219,0.0015,-0.0015,4.7865,0.696,-0.696,1,812,4014,70,-0.43,0.09,0.61,0.02,-0.02,0.56,0.02,-0.02,0.55,0.03,-0.03,14.0, 4.1,-6.8
441,K00812.03,46.1842039,0.0002654,-0.0002654,3.445,0.126,-0.126, 4.5607,0.1136,-0.1136,2.29,0.11,-0.11,4.8963,0.1888,-0.1888,0.2113,0.0027,-0.0027,1.5921,0.2315,-0.2315,1,812,4014,70,-0.43,0.09,0.61,0.02,-0.02,0.56,0.02,-0.02,0.55,0.03,-0.03,14.0, 4.1,-6.8
442,K00812.04,7.82502168,3.89e-05,-3.89e-05,2.108,0.099,-0.099, 2.0533,0.1186,-0.1186,1.4,0.08,-0.08,2.7254,0.1051,-0.1051,0.0655,0.0008,-0.0008,16.5847,2.4117,-2.4117,1,812,4014,70,-0.43,0.09,0.61,0.02,-0.02,0.56,0.02,-0.02,0.55,0.03,-0.03,14.0, 4.1,-6.8
443,K00817.01,23.96793669,9.249e-05,-9.249e-05,3.128,0.144,-0.144, 3.6560,0.0965,-0.0965,2.08,0.12,-0.12,4.2072,0.0774,-0.0774,0.1392,0.0009,-0.0009,3.9882,0.4317,-0.4317,1,817,3926,70,0.11,0.09,0.61,0.02,-0.02,0.59,0.01,-0.01,0.60,0.02,-0.02,11.0, 6.0,-6.9
444,K00817.02,8.29561738,2.368e-05,-2.368e-05,2.651,0.18,-0.18, 1.1658,0.0816,-0.0816,1.76,0.13,-0.13,2.9644,0.0545,-0.0545,0.0691,0.0005,-0.0005,16.1811,1.7515,-1.7515,0,817,3926,70,0.11,0.09,0.61,0.02,-0.02,0.59,0.01,-0.01,0.60,0.02,-0.02,11.0, 6.0,-6.9
445,K00818.01,8.11437482,1.092e-05,-1.092e-05,3.596,0.119,-0.119, 2.1495,0.0342,-0.0342,2.25,0.1,-0.1,2.8232,0.0529,-0.0529,0.0666,0.0005,-0.0005,12.0979,1.3722,-1.3722,1,818,3702,70,0.31,0.09,0.57,0.02,-0.02,0.55,0.01,-0.01,0.57,0.02,-0.02,10.6, 6.3,-6.8
446,K00825.01,8.10363271,2.032e-05,-2.032e-05,2.688,0.128,-0.128, 3.0488,0.0565,-0.0565,2.3,0.14,-0.14,3.3847,0.1282,-0.1282,0.0743,0.001,-0.001,46.3436,6.5645,-6.5645,1,825,4727,110,0.13,0.09,0.78,0.03,-0.03,0.77,0.03,-0.03,0.76,0.03,-0.03,10.3, 6.3,-6.6
447,K00825.02,4.71510843,1.941e-05,-1.941e-05,1.848,0.097,-0.097, 2.4251,0.1026,-0.1026,1.58,0.1,-0.1,2.8308,0.1072,-0.1072,0.052,0.0007,-0.0007,94.7192,13.4168,-13.4168,1,825,4727,110,0.13,0.09,0.78,0.03,-0.03,0.77,0.03,-0.03,0.76,0.03,-0.03,10.3, 6.3,-6.6
448,K00835.01,11.76307164,2.035e-05,-2.035e-05,2.902,0.106,-0.106, 2.8047,0.0463,-0.0463,2.46,0.13,-0.13,3.8465,0.153,-0.153,0.0954,0.0013,-0.0013,30.208,4.3073,-4.3073,1,835,4790,110,0.13,0.09,0.77,0.03,-0.03,0.78,0.03,-0.03,0.76,0.03,-0.03, 9.3, 6.6,-6.2
449,K00835.02,56.2279271,0.0003134,-0.0003134,2.657,0.132,-0.132, 3.3516,0.1257,-0.1257,2.25,0.14,-0.14,6.4458,0.2565,-0.2565,0.268,0.0036,-0.0036,3.8307,0.5462,-0.5462,0,835,4790,110,0.13,0.09,0.77,0.03,-0.03,0.78,0.03,-0.03,0.76,0.03,-0.03, 9.3, 6.6,-6.2
450,K00837.01,7.953547,1.91e-05,-1.91e-05,2.657,0.121,-0.121, 2.5375,0.0552,-0.0552,2.26,0.14,-0.14,3.3512,0.1248,-0.1248,0.0735,0.0009,-0.0009,45.2428,6.4438,-6.4438,1,837,4677,110,0.19,0.09,0.78,0.03,-0.03,0.77,0.03,-0.03,0.76,0.03,-0.03,10.0, 6.4,-6.6
451,K00837.02,4.14451656,1.44e-05,-1.44e-05,1.789,0.11,-0.11, 2.2897,0.0992,-0.0992,1.52,0.11,-0.11,2.7026,0.1007,-0.1007,0.0478,0.0006,-0.0006,106.9607,15.2342,-15.2342,1,837,4677,110,0.19,0.09,0.78,0.03,-0.03,0.77,0.03,-0.03,0.76,0.03,-0.03,10.0, 6.4,-6.6
452,K00854.01,56.0560754,0.0002753,-0.0002753,3.673,0.162,-0.162, 4.4671,0.1137,-0.1137,2.23,0.12,-0.12,5.2513,0.0956,-0.0956,0.2369,0.0018,-0.0018,0.9034,0.1018,-0.1018,1,854,3694,70,0.24,0.09,0.56,0.02,-0.02,0.54,0.01,-0.01,0.55,0.01,-0.01,10.8, 6.1,-6.9
453,K00868.01,235.9986399,0.0002773,-0.0002773,14.75,0.091,-0.091, 6.0336,0.0297,-0.0297,11.01,0.38,-0.38,9.5778,0.2706,-0.2706,0.6649,0.0086,-0.0086,0.3209,0.0311,-0.0311,1,868,4295,70,0.21,0.09,0.68,0.02,-0.02,0.70,0.03,-0.03,0.68,0.02,-0.02, 9.7, 6.6,-6.4
454,K00870.01,5.91227323,7.04e-06,-7.04e-06,2.804,0.078,-0.078, 2.2487,0.0265,-0.0265,2.0,0.09,-0.09,2.818,0.0764,-0.0764,0.0587,0.0008,-0.0008,51.7292,6.9616,-6.9616,1,870,4550,110,0.09,0.09,0.65,0.02,-0.02,0.71,0.03,-0.03,0.68,0.02,-0.02, 5.9, 7.1,-4.3
