,Planet,Per,E_Per,e_Per,Rp/Rstar,E_Rp/Rstar,e_Rp/Rstar,T,E_T,e_T,Rp,E_Rp,e_Rp,Tmax-c,E_Tmax-c,e_Tmax-c,a,E_a,e_a,S,E_S,e_S,Samp,KOI,Teff,e_Teff,FeH,e_FeH,Rstar,E_Rstar,e_Rstar,Mstar-iso,E_Mstar-iso,e_Mstar-iso,Rstar-iso,E_Rstar-iso,e_Rstar-iso,age-iso,E_age-iso,e_age-iso
311,K00571.04,22.40777833,7.391e-05,-7.391e-05,2.396,0.072,-0.072, 3.2005,0.0680,-0.0680,1.42,0.06,-0.06,3.7802,0.066,-0.066,0.1287,0.001,-0.001,3.3249,0.3589,-0.3589,1,571,3830,70,-0.18,0.09,0.54,0.02,-0.02,0.53,0.01,-0.01,0.53,0.01,-0.01,12.3, 5.2,-7.0
312,K00572.01,10.64021008,2.695e-05,-2.695e-05,1.975,0.057,-0.057, 5.1186,0.0568,-0.0568,3.42,0.19,-0.19,6.587,0.2256,-0.2256,0.1014,0.0018,-0.0018,272.1413,25.3894,-25.3894,1,572,6003,100,-0.06,0.06,1.58,0.07,-0.07,1.14,0.06,-0.06,1.55,0.05,-0.05, 5.0, 1.5,-1.1
313,K00572.02,4.93883135,3.312e-05,-3.312e-05,1.031,0.048,-0.048, 4.2713,0.1592,-0.1592,1.78,0.12,-0.12,5.1132,0.1752,-0.1752,0.0611,0.0011,-0.0011,749.5226,69.9266,-69.9266,1,572,6003,100,-0.06,0.06,1.58,0.07,-0.07,1.14,0.06,-0.06,1.55,0.05,-0.05, 5.0, 1.5,-1.1
314,K00574.01,20.13490007,3.548e-05,-3.548e-05,2.906,0.121,-0.121, 3.4903,0.0440,-0.0440,2.41,0.15,-0.15,4.6119,0.2031,-0.2031,0.1368,0.0017,-0.0017,18.586,2.5283,-2.5283,1,574,5055,100,-0.03,0.06,0.75,0.03,-0.03,0.79,0.03,-0.03,0.77,0.03,-0.03, 6.8, 6.8,-4.7
315,K00574.02,10.39986173,4.516e-05,-4.516e-05,1.502,0.072,-0.072, 3.2535,0.0986,-0.0986,1.24,0.08,-0.08,3.7085,0.1633,-0.1633,0.0884,0.0011,-0.0011,44.4553,6.0473,-6.0473,1,574,5055,100,-0.03,0.06,0.75,0.03,-0.03,0.79,0.03,-0.03,0.77,0.03,-0.03, 6.8, 6.8,-4.7
316,K00579.01,2.01999701,2.76e-06,-2.76e-06,1.654,0.079,-0.079, 1.7697,0.0369,-0.0369,1.36,0.09,-0.09,2.1745,0.0848,-0.0848,0.0304,0.0004,-0.0004,419.4179,54.222,-54.222,1,579,5135,100,0.06,0.06,0.75,0.03,-0.03,0.83,0.03,-0.03,0.79,0.03,-0.03, 4.6, 5.9,-3.3
317,K00579.02,3.76304153,6.01e-06,-6.01e-06,1.713,0.075,-0.075, 1.5408,0.0413,-0.0413,1.4,0.08,-0.08,2.6701,0.1041,-0.1041,0.0459,0.0005,-0.0005,184.5009,23.8521,-23.8521,0,579,5135,100,0.06,0.06,0.75,0.03,-0.03,0.83,0.03,-0.03,0.79,0.03,-0.03, 4.6, 5.9,-3.3
318,K00584.01,9.9267215,1.163e-05,-1.163e-05,2.442,0.073,-0.073, 3.6688,0.0283,-0.0283,2.65,0.13,-0.13,4.2655,0.1195,-0.1195,0.0929,0.0012,-0.0012,92.951,7.9541,-7.9541,1,584,5523,100,0.31,0.06,0.99,0.04,-0.04,1.01,0.04,-0.04,0.98,0.02,-0.02, 3.9, 3.2,-2.3
319,K00584.02,21.22349325,4.85e-05,-4.85e-05,2.206,0.1,-0.1, 4.6156,0.0566,-0.0566,2.39,0.15,-0.15,5.4812,0.1535,-0.1535,0.1534,0.002,-0.002,34.091,2.9173,-2.9173,1,584,5523,100,0.31,0.06,0.99,0.04,-0.04,1.01,0.04,-0.04,0.98,0.02,-0.02, 3.9, 3.2,-2.3
320,K00584.03,6.47027706,4.536e-05,-4.536e-05,0.988,0.053,-0.053, 3.2534,0.1362,-0.1362,1.06,0.07,-0.07,3.7037,0.1037,-0.1037,0.07,0.0009,-0.0009,163.5384,13.9945,-13.9945,1,584,5523,100,0.31,0.06,0.99,0.04,-0.04,1.01,0.04,-0.04,0.98,0.02,-0.02, 3.9, 3.2,-2.3
321,K00596.01,1.68269594,1.25e-06,-1.25e-06,2.424,0.086,-0.086, 1.3569,0.0197,-0.0197,1.44,0.07,-0.07,1.6151,0.0274,-0.0274,0.0232,0.0002,-0.0002,89.6737,9.8256,-9.8256,1,596,3707,70,-0.03,0.09,0.54,0.02,-0.02,0.53,0.01,-0.01,0.54,0.01,-0.01,12.3, 5.2,-7.0
322,K00610.01,14.28228147,2.82e-05,-2.82e-05,2.841,0.098,-0.098, 2.5758,0.0494,-0.0494,2.08,0.1,-0.1,3.7955,0.0965,-0.0965,0.1018,0.0008,-0.0008,10.9842,1.1757,-1.1757,1,610,4122,70,0.17,0.09,0.67,0.02,-0.02,0.64,0.02,-0.01,0.66,0.02,-0.02,11.1, 5.9,-6.9
323,K00611.01,3.25165909,3.7e-07,-3.7e-07,8.37,0.418,-0.418, 0.9604,0.0577,-0.0577,11.85,0.74,-0.74,3.5662,0.0831,-0.0831,0.0481,0.0004,-0.0004,1088.4054,98.0149,-98.0149,0,611,6421,100,0.14,0.06,1.29,0.05,-0.05,1.28,0.03,-0.03,1.29,0.03,-0.03, 0.9, 0.6,-0.5
324,K00612.01,20.73989406,4.28e-05,-4.28e-05,2.252,0.085,-0.085, 2.9710,0.0508,-0.0508,1.95,0.11,-0.11,4.6848,0.1197,-0.1197,0.1415,0.0017,-0.0017,19.4391,1.7473,-1.7473,1,612,5137,100,0.02,0.06,0.79,0.03,-0.03,0.83,0.03,-0.03,0.79,0.02,-0.01, 4.9, 5.2,-3.2
325,K00612.02,47.4277116,0.0001292,-0.0001292,2.595,0.096,-0.096, 4.9754,0.0653,-0.0653,2.24,0.13,-0.13,6.1552,0.1572,-0.1572,0.2442,0.0029,-0.0029,6.5238,0.5864,-0.5864,1,612,5137,100,0.02,0.06,0.79,0.03,-0.03,0.83,0.03,-0.03,0.79,0.02,-0.01, 4.9, 5.2,-3.2
326,K00612.03,122.0804953,0.0005677,-0.0005677,2.54,0.161,-0.161, 3.0740,0.1288,-0.1288,2.19,0.17,-0.17,8.409,0.2148,-0.2148,0.4558,0.0054,-0.0054,1.8728,0.1683,-0.1683,0,612,5137,100,0.02,0.06,0.79,0.03,-0.03,0.83,0.03,-0.03,0.79,0.02,-0.01, 4.9, 5.2,-3.2
327,K00623.02,15.67750191,5.785e-05,-5.785e-05,0.997,0.044,-0.044, 5.1425,0.0842,-0.0842,1.26,0.07,-0.07,6.0159,0.1677,-0.1677,0.1208,0.0016,-0.0016,102.4356,8.1372,-8.1372,1,623,5970,100,-0.42,0.06,1.15,0.04,-0.04,0.90,0.04,-0.04,1.15,0.02,-0.02, 9.3, 2.1,-2.0
328,K00623.03,5.59931543,1.424e-05,-1.424e-05,0.853,0.028,-0.028, 3.6781,0.0602,-0.0602,1.08,0.05,-0.05,4.283,0.1194,-0.1194,0.0612,0.0008,-0.0008,398.7296,31.6741,-31.6741,1,623,5970,100,-0.42,0.06,1.15,0.04,-0.04,0.90,0.04,-0.04,1.15,0.02,-0.02, 9.3, 2.1,-2.0
329,K00624.01,17.79001678,3.203e-05,-3.203e-05,2.693,0.069,-0.069, 4.2537,0.0411,-0.0411,2.62,0.12,-0.12,4.7912,0.0836,-0.0836,0.1348,0.0012,-0.0012,41.1319,3.4935,-3.4935,1,624,5671,100,0.12,0.06,0.89,0.04,-0.03,0.97,0.02,-0.03,0.90,0.01,-0.01, 1.6, 2.0,-1.1
330,K00624.02,49.5674085,0.0001867,-0.0001867,2.472,0.098,-0.098, 3.6156,0.0869,-0.0869,2.4,0.13,-0.13,6.7189,0.1172,-0.1172,0.2651,0.0023,-0.0023,10.6354,0.9033,-0.9033,0,624,5671,100,0.12,0.06,0.89,0.04,-0.03,0.97,0.02,-0.03,0.90,0.01,-0.01, 1.6, 2.0,-1.1
331,K00624.03,1.31184297,2.02e-06,-2.02e-06,1.438,0.054,-0.054, 1.7314,0.0421,-0.0421,1.4,0.08,-0.08,2.0267,0.0353,-0.0353,0.0241,0.0002,-0.0002,1284.718,109.1174,-109.1174,1,624,5671,100,0.12,0.06,0.89,0.04,-0.03,0.97,0.02,-0.03,0.90,0.01,-0.01, 1.6, 2.0,-1.1
332,K00626.01,14.58649856,2.849e-05,-2.849e-05,1.802,0.049,-0.049, 3.8622,0.0466,-0.0466,2.34,0.11,-0.11,5.7297,0.1737,-0.1737,0.1213,0.0016,-0.0016,119.0217,10.3562,-10.3562,1,626,6131,100,-0.17,0.06,1.19,0.05,-0.05,1.05,0.04,-0.04,1.18,0.03,-0.03, 4.3, 1.6,-1.4
333,K00627.01,7.75192755,1.067e-05,-1.067e-05,1.84,0.042,-0.042, 3.4290,0.0321,-0.0321,2.84,0.13,-0.13,5.2565,0.1198,-0.1198,0.0839,0.0008,-0.0008,334.2119,29.5967,-29.5967,1,627,6050,100,0.18,0.06,1.41,0.06,-0.05,1.21,0.03,-0.04,1.40,0.03,-0.03, 3.4, 0.9,-0.6
334,K00627.02,4.16536757,1.435e-05,-1.435e-05,1.006,0.042,-0.042, 3.2060,0.0750,-0.0750,1.55,0.09,-0.09,4.2823,0.0976,-0.0976,0.0557,0.0005,-0.0005,758.7527,67.1926,-67.1926,1,627,6050,100,0.18,0.06,1.41,0.06,-0.05,1.21,0.03,-0.04,1.40,0.03,-0.03, 3.4, 0.9,-0.6
335,K00628.01,14.48584765,2.48e-05,-2.48e-05,1.965,0.073,-0.073, 2.7071,0.0436,-0.0436,2.08,0.11,-0.11,4.9647,0.1639,-0.1639,0.1131,0.0017,-0.0017,70.7988,6.1617,-6.1617,0,628,5769,100,-0.32,0.06,0.96,0.04,-0.04,0.86,0.04,-0.04,0.96,0.02,-0.02, 8.8, 3.2,-3.0
336,K00629.01,40.6992062,0.0001694,-0.0001694,1.928,0.063,-0.063, 6.5021,0.0983,-0.0983,2.79,0.15,-0.15,9.0531,0.2889,-0.2889,0.2351,0.0035,-0.0035,37.2797,3.2925,-3.2925,1,629,6059,100,-0.29,0.06,1.32,0.06,-0.05,1.00,0.05,-0.04,1.31,0.03,-0.03, 6.8, 1.6,-1.5
337,K00631.01,15.45805668,3.09e-06,-3.09e-06,5.93,0.006,-0.006, 8.1802,0.0045,-0.0045,12.49,0.5,-0.5,9.0831,0.2325,-0.2325,0.1308,0.0013,-0.0013,221.3849,21.2038,-21.2038,1,631,5835,100,0.03,0.06,1.93,0.08,-0.08,1.17,0.04,-0.04,1.91,0.05,-0.05, 5.4, 0.6,-0.6
338,K00632.01,7.23858162,1.687e-05,-1.687e-05,1.496,0.063,-0.063, 3.0520,0.0567,-0.0567,1.34,0.08,-0.08,3.3659,0.0575,-0.0575,0.0727,0.0006,-0.0006,99.2905,8.7101,-8.7101,1,632,5406,100,0.12,0.06,0.82,0.03,-0.03,0.90,0.02,-0.02,0.83,0.01,-0.01, 1.9, 2.5,-1.3
339,K00633.01,161.4746786,0.0008462,-0.0008462,2.642,0.093,-0.093, 9.7913,0.1107,-0.1107,3.9,0.21,-0.21,14.7812,0.4462,-0.4462,0.5724,0.0077,-0.0077,5.3018,0.4756,-0.4756,1,633,5761,100,-0.17,0.06,1.34,0.06,-0.05,0.94,0.04,-0.04,1.33,0.03,-0.03,10.4, 1.8,-1.8
340,K00635.01,16.71987303,9.328e-05,-9.328e-05,2.115,0.094,-0.094, 3.2009,0.1371,-0.1371,2.51,0.15,-0.15,5.4185,0.1148,-0.1148,0.1356,0.0013,-0.0013,81.9024,6.8977,-6.8977,0,635,6141,100,0.05,0.06,1.09,0.04,-0.04,1.12,0.03,-0.04,1.09,0.02,-0.02, 1.2, 1.2,-0.8
341,K00638.01,23.6421965,3.16e-05,-3.16e-05,3.043,0.063,-0.063, 4.8236,0.0319,-0.0319,3.02,0.13,-0.13,5.3427,0.115,-0.115,0.1621,0.0017,-0.0017,30.5665,2.552,-2.552,1,638,5740,100,-0.0,0.06,0.91,0.04,-0.03,0.96,0.03,-0.04,0.91,0.02,-0.02, 2.2, 2.4,-1.5
342,K00638.02,67.0930642,0.0001785,-0.0001785,3.265,0.115,-0.115, 6.5536,0.0624,-0.0624,3.25,0.17,-0.17,7.5379,0.1623,-0.1623,0.3228,0.0034,-0.0034,7.7144,0.6441,-0.6441,1,638,5740,100,-0.0,0.06,0.91,0.04,-0.03,0.96,0.03,-0.04,0.91,0.02,-0.02, 2.2, 2.4,-1.5
343,K00639.01,17.97979816,6.128e-05,-6.128e-05,1.98,0.058,-0.058, 5.4119,0.0737,-0.0737,2.64,0.13,-0.13,6.0916,0.1598,-0.1598,0.1441,0.0016,-0.0016,92.1386,7.9992,-7.9992,1,639,6184,100,0.05,0.06,1.22,0.05,-0.05,1.16,0.04,-0.04,1.21,0.03,-0.03, 2.1, 1.2,-0.9
344,K00647.01,5.16949729,1.017e-05,-1.017e-05,1.343,0.035,-0.035, 4.3961,0.0451,-0.0451,2.13,0.1,-0.1,4.9785,0.1493,-0.1493,0.0606,0.0009,-0.0009,702.6775,56.1245,-56.1245,1,647,6125,100,-0.37,0.06,1.45,0.06,-0.05,1.02,0.05,-0.04,1.43,0.03,-0.03, 6.5, 1.3,-1.3
345,K00649.01,23.44970494,7.193e-05,-7.193e-05,1.64,0.042,-0.042, 8.3755,0.0672,-0.0672,3.69,0.18,-0.18,10.3013,0.3019,-0.3019,0.1857,0.0016,-0.0016,163.4742,16.6904,-16.6904,1,649,6244,100,0.22,0.06,2.05,0.09,-0.08,1.47,0.04,-0.04,2.04,0.06,-0.06, 2.2, 0.3,-0.3
346,K00650.01,11.95474513,9.05e-06,-9.05e-06,2.708,0.082,-0.082, 2.0534,0.0199,-0.0199,2.36,0.12,-0.12,3.9455,0.1051,-0.1051,0.098,0.0013,-0.0013,38.3594,3.3404,-3.3404,0,650,5051,100,0.06,0.06,0.79,0.03,-0.03,0.82,0.03,-0.04,0.80,0.01,-0.01, 6.8, 5.8,-4.2
347,K00654.01,8.59481851,2.572e-05,-2.572e-05,1.69,0.075,-0.075, 3.1434,0.0781,-0.0781,1.82,0.11,-0.11,4.0631,0.1107,-0.1107,0.084,0.0011,-0.0011,138.4645,11.4393,-11.4393,1,654,5822,100,-0.01,0.06,0.98,0.04,-0.04,0.99,0.04,-0.04,0.97,0.02,-0.02, 3.1, 2.5,-1.8
348,K00654.02,10.22215697,3.434e-05,-3.434e-05,1.437,0.088,-0.088, 1.0968,0.0954,-0.0954,1.54,0.11,-0.11,4.3023,0.1172,-0.1172,0.0941,0.0012,-0.0012,110.1374,9.099,-9.099,0,654,5822,100,-0.01,0.06,0.98,0.04,-0.04,0.99,0.04,-0.04,0.97,0.02,-0.02, 3.1, 2.5,-1.8
349,K00655.01,25.6721559,5.329e-05,-5.329e-05,1.81,0.059,-0.059, 5.4807,0.0458,-0.0458,2.47,0.12,-0.12,7.0765,0.2083,-0.2083,0.1807,0.0021,-0.0021,60.7287,5.4185,-5.4185,1,655,6171,100,-0.02,0.06,1.24,0.05,-0.05,1.13,0.04,-0.04,1.24,0.03,-0.03, 3.0, 1.3,-1.0
350,K00655.02,151.8851881,0.0009564,-0.0009564,1.75,0.056,-0.056,11.3274,0.1280,-0.1280,2.39,0.12,-0.12,12.7232,0.3744,-0.3744,0.584,0.0069,-0.0069,5.8114,0.5185,-0.5185,1,655,6171,100,-0.02,0.06,1.24,0.05,-0.05,1.13,0.04,-0.04,1.24,0.03,-0.03, 3.0, 1.3,-1.0
351,K00657.01,4.06942564,4.34e-06,-4.34e-06,2.098,0.092,-0.092, 1.9983,0.0316,-0.0316,1.6,0.09,-0.09,2.5169,0.0843,-0.0843,0.0455,0.0006,-0.0006,96.8125,13.8288,-13.8288,1,657,4686,110,-0.17,0.09,0.70,0.02,-0.02,0.69,0.03,-0.03,0.68,0.03,-0.03, 9.6, 6.6,-6.4
352,K00657.02,16.28247625,2.684e-05,-2.684e-05,2.515,0.096,-0.096, 2.8275,0.0409,-0.0409,1.92,0.09,-0.09,3.9773,0.1332,-0.1332,0.1137,0.0015,-0.0015,15.5255,2.2177,-2.2177,1,657,4686,110,-0.17,0.09,0.70,0.02,-0.02,0.69,0.03,-0.03,0.68,0.03,-0.03, 9.6, 6.6,-6.4
353,K00658.01,3.16269207,3.02e-06,-3.02e-06,2.066,0.054,-0.054, 1.8707,0.0234,-0.0234,2.34,0.11,-0.11,3.02,0.0783,-0.0783,0.0443,0.0005,-0.0005,588.4358,51.858,-51.858,1,658,5910,100,0.09,0.06,1.03,0.04,-0.04,1.06,0.03,-0.04,1.03,0.02,-0.02, 2.1, 1.9,-1.3
354,K00658.02,5.37063954,6.66e-06,-6.66e-06,2.041,0.084,-0.084, 2.0315,0.0310,-0.0310,2.31,0.13,-0.13,3.5966,0.0932,-0.0932,0.0629,0.0007,-0.0007,292.5094,25.7784,-25.7784,0,658,5910,100,0.09,0.06,1.03,0.04,-0.04,1.06,0.03,-0.04,1.03,0.02,-0.02, 2.1, 1.9,-1.3
355,K00658.03,11.32977062,6.773e-05,-6.773e-05,1.183,0.064,-0.064, 3.7110,0.1545,-0.1545,1.34,0.09,-0.09,4.6012,0.1193,-0.1193,0.1029,0.0012,-0.0012,109.1949,9.6232,-9.6232,1,658,5910,100,0.09,0.06,1.03,0.04,-0.04,1.06,0.03,-0.04,1.03,0.02,-0.02, 2.1, 1.9,-1.3
356,K00659.01,23.20579353,6.087e-05,-6.087e-05,1.686,0.063,-0.063, 4.2097,0.0595,-0.0595,2.27,0.12,-0.12,6.6419,0.1809,-0.1809,0.1722,0.0017,-0.0017,74.5738,6.5592,-6.5592,1,659,6374,100,-0.03,0.06,1.23,0.05,-0.05,1.20,0.03,-0.04,1.22,0.03,-0.03, 1.4, 0.9,-0.7
357,K00661.01,14.40090414,4.043e-05,-4.043e-05,1.796,0.062,-0.062, 3.8315,0.0714,-0.0714,1.93,0.1,-0.1,4.782,0.0994,-0.0994,0.1198,0.0012,-0.0012,73.1674,6.2406,-6.2406,1,661,5903,100,0.07,0.06,0.98,0.04,-0.04,1.04,0.03,-0.03,0.98,0.02,-0.02, 1.5, 1.7,-1.0
358,K00661.02,25.6613816,0.0003178,-0.0003178,1.183,0.061,-0.061, 4.2832,0.2511,-0.2511,1.26,0.08,-0.08,5.7863,0.1202,-0.1202,0.1754,0.0017,-0.0017,34.1305,2.9111,-2.9111,1,661,5903,100,0.07,0.06,0.98,0.04,-0.04,1.04,0.03,-0.03,0.98,0.02,-0.02, 1.5, 1.7,-1.0
359,K00662.01,10.21418792,2.014e-05,-2.014e-05,1.597,0.039,-0.039, 5.6540,0.0465,-0.0465,2.82,0.13,-0.13,6.827,0.2147,-0.2147,0.0964,0.0013,-0.0013,276.7959,24.4806,-24.4806,1,662,5806,100,-0.03,0.06,1.61,0.07,-0.06,1.07,0.05,-0.04,1.59,0.04,-0.04, 7.4, 1.1,-1.2
360,K00664.01,13.13747785,4.125e-05,-4.125e-05,1.34,0.042,-0.042, 4.6478,0.0688,-0.0688,1.59,0.08,-0.08,5.1388,0.1566,-0.1566,0.111,0.0016,-0.0016,89.4277,7.4426,-7.4426,1,664,5724,100,0.06,0.06,1.08,0.04,-0.04,0.99,0.04,-0.04,1.07,0.02,-0.02, 6.4, 2.7,-2.4
361,K00664.02,7.78199862,3.767e-05,-3.767e-05,0.951,0.041,-0.041, 3.8152,0.1218,-0.1218,1.12,0.07,-0.07,4.3233,0.1318,-0.1318,0.0786,0.0011,-0.0011,178.5121,14.8566,-14.8566,1,664,5724,100,0.06,0.06,1.08,0.04,-0.04,0.99,0.04,-0.04,1.07,0.02,-0.02, 6.4, 2.7,-2.4
362,K00664.03,23.4433748,0.0002687,-0.0002687,0.847,0.045,-0.045, 5.4705,0.2723,-0.2723,1.0,0.07,-0.07,6.221,0.1896,-0.1896,0.1627,0.0023,-0.0023,41.6372,3.4652,-3.4652,1,664,5724,100,0.06,0.06,1.08,0.04,-0.04,0.99,0.04,-0.04,1.07,0.02,-0.02, 6.4, 2.7,-2.4
363,K00665.01,5.86806628,6.92e-06,-6.92e-06,1.913,0.046,-0.046, 3.8843,0.0295,-0.0295,3.54,0.16,-0.16,5.5783,0.1694,-0.1694,0.0717,0.0006,-0.0006,620.9716,64.4376,-64.4376,1,665,5980,100,0.3,0.06,1.69,0.07,-0.06,1.32,0.03,-0.04,1.67,0.05,-0.04, 3.3, 0.8,-0.5
364,K00665.02,1.61189046,4.3e-06,-4.3e-06,0.925,0.032,-0.032, 2.9518,0.0755,-0.0755,1.71,0.09,-0.09,3.6418,0.1106,-0.1106,0.0306,0.0003,-0.0003,3418.2378,354.7071,-354.7071,1,665,5980,100,0.3,0.06,1.69,0.07,-0.06,1.32,0.03,-0.04,1.67,0.05,-0.04, 3.3, 0.8,-0.5
365,K00665.03,3.07155284,1.285e-05,-1.285e-05,0.854,0.034,-0.034, 3.9028,0.1022,-0.1022,1.58,0.09,-0.09,4.5053,0.1368,-0.1368,0.0468,0.0004,-0.0004,1459.3942,151.4399,-151.4399,1,665,5980,100,0.3,0.06,1.69,0.07,-0.06,1.32,0.03,-0.04,1.67,0.05,-0.04, 3.3, 0.8,-0.5
366,K00666.01,22.24814617,3.661e-05,-3.661e-05,2.269,0.098,-0.098, 3.7666,0.0394,-0.0394,2.43,0.14,-0.14,5.5308,0.1463,-0.1463,0.1573,0.0021,-0.0021,34.1717,2.7687,-2.7687,1,666,5630,100,0.15,0.06,0.97,0.04,-0.04,0.99,0.04,-0.04,0.97,0.02,-0.02, 3.7, 3.0,-2.2
367,K00670.01,9.48965527,2.509e-05,-2.509e-05,1.484,0.054,-0.054, 3.4206,0.0596,-0.0596,2.62,0.14,-0.14,6.6249,0.2269,-0.2269,0.0924,0.0012,-0.0012,265.2438,25.5067,-25.5067,0,670,5625,100,0.19,0.06,1.61,0.07,-0.07,1.09,0.05,-0.04,1.59,0.04,-0.04, 8.1, 1.2,-1.5
368,K00671.01,4.22865217,1.075e-05,-1.075e-05,1.13,0.054,-0.054, 3.2682,0.0654,-0.0654,1.54,0.09,-0.09,3.878,0.1068,-0.1068,0.0548,0.0007,-0.0007,618.5014,51.7939,-51.7939,1,671,6093,100,0.03,0.06,1.24,0.05,-0.05,1.12,0.04,-0.04,1.23,0.03,-0.03, 3.3, 1.4,-1.2
369,K00671.02,7.46662068,3.411e-05,-3.411e-05,1.017,0.039,-0.039, 3.7861,0.1018,-0.1018,1.38,0.07,-0.07,4.6784,0.1288,-0.1288,0.0798,0.001,-0.001,292.0139,24.4535,-24.4535,1,671,6093,100,0.03,0.06,1.24,0.05,-0.05,1.12,0.04,-0.04,1.23,0.03,-0.03, 3.3, 1.4,-1.2
370,K00671.03,16.25951967,9.871e-05,-9.871e-05,1.053,0.044,-0.044, 3.7480,0.1436,-0.1436,1.43,0.08,-0.08,6.0483,0.1666,-0.1666,0.1333,0.0017,-0.0017,104.5358,8.7539,-8.7539,1,671,6093,100,0.03,0.06,1.24,0.05,-0.05,1.12,0.04,-0.04,1.23,0.03,-0.03, 3.3, 1.4,-1.2
371,K00671.04,11.1317901,8.27e-05,-8.27e-05,0.903,0.046,-0.046, 3.9605,0.1691,-0.1691,1.22,0.08,-0.08,5.3374,0.147,-0.147,0.1038,0.0013,-0.0013,172.3699,14.4344,-14.4344,1,671,6093,100,0.03,0.06,1.24,0.05,-0.05,1.12,0.04,-0.04,1.23,0.03,-0.03, 3.3, 1.4,-1.2
372,K00672.01,16.08786246,2.474e-05,-2.474e-05,2.262,0.085,-0.085, 2.8764,0.0358,-0.0358,2.23,0.12,-0.12,4.6698,0.1022,-0.1022,0.1255,0.0014,-0.0014,44.0871,3.7962,-3.7962,1,672,5562,100,0.13,0.06,0.90,0.04,-0.04,0.96,0.03,-0.04,0.90,0.02,-0.02, 2.6, 2.8,-1.7
373,K00672.02,41.74938613,6.622e-05,-6.622e-05,2.964,0.117,-0.117, 5.3766,0.0411,-0.0411,2.93,0.16,-0.16,6.3969,0.14,-0.14,0.2356,0.0025,-0.0025,12.5208,1.0781,-1.0781,1,672,5562,100,0.13,0.06,0.90,0.04,-0.04,0.96,0.03,-0.04,0.90,0.02,-0.02, 2.6, 2.8,-1.7
374,K00676.02,2.45323614,9.9e-07,-9.9e-07,3.824,0.064,-0.064, 1.5847,0.0100,-0.0100,2.86,0.1,-0.1,2.1169,0.0568,-0.0568,0.0327,0.0004,-0.0004,139.7259,14.0625,-14.0625,1,676,4356,70,0.14,0.09,0.68,0.02,-0.02,0.70,0.03,-0.03,0.68,0.02,-0.02, 9.2, 6.8,-6.2
375,K00678.01,6.0404622,3.133e-05,-3.133e-05,1.417,0.082,-0.082, 1.9277,0.1285,-0.1285,1.18,0.08,-0.08,3.1899,0.1229,-0.1229,0.0638,0.0007,-0.0007,107.8388,14.0541,-14.0541,1,678,5192,100,0.18,0.06,0.76,0.03,-0.03,0.87,0.03,-0.03,0.82,0.04,-0.03, 3.8, 5.2,-2.7
376,K00678.02,4.13852825,1.756e-05,-1.756e-05,1.466,0.084,-0.084, 2.2136,0.1034,-0.1034,1.22,0.09,-0.09,2.8157,0.1085,-0.1085,0.0497,0.0006,-0.0006,177.6442,23.1515,-23.1515,1,678,5192,100,0.18,0.06,0.76,0.03,-0.03,0.87,0.03,-0.03,0.82,0.04,-0.03, 3.8, 5.2,-2.7
377,K00679.01,31.80475991,9.045e-05,-9.045e-05,1.734,0.038,-0.038, 7.9966,0.0584,-0.0584,2.77,0.12,-0.12,8.7843,0.2253,-0.2253,0.2107,0.0029,-0.0029,50.3931,3.9993,-3.9993,1,679,5864,100,0.21,0.06,1.46,0.06,-0.06,1.18,0.04,-0.06,1.45,0.03,-0.03, 4.9, 1.6,-1.0
378,K00680.01,8.60015393,1.53e-06,-1.53e-06,6.203,0.016,-0.016, 8.2773,0.0049,-0.0049,14.51,0.63,-0.63,7.9767,0.2953,-0.2953,0.0916,0.0017,-0.0017,665.915,59.5911,-59.5911,1,680,6124,100,-0.03,0.06,2.14,0.10,-0.09,1.29,0.11,-0.04,2.11,0.07,-0.06, 3.5, 0.4,-1.0
379,K00683.01,278.1243979,0.0004437,-0.0004437,4.379,0.164,-0.164, 3.3404,0.0475,-0.0475,5.2,0.28,-0.28,13.6342,0.3396,-0.3396,0.8615,0.0099,-0.0099,1.706,0.1427,-0.1427,0,683,5913,100,0.18,0.06,1.08,0.04,-0.04,1.10,0.04,-0.04,1.08,0.02,-0.02, 2.1, 1.8,-1.3
380,K00685.01,3.17391404,4.4e-06,-4.4e-06,1.612,0.039,-0.039, 3.3994,0.0359,-0.0359,3.03,0.15,-0.15,4.5571,0.1465,-0.1465,0.0483,0.0004,-0.0004,2073.0145,233.321,-233.321,1,685,6593,100,-0.03,0.06,1.71,0.08,-0.07,1.36,0.03,-0.03,1.69,0.06,-0.06, 2.0, 0.3,-0.3
381,K00686.01,52.51354873,6.13e-06,-6.13e-06,11.61,0.035,-0.035, 2.6984,0.0031,-0.0031,13.37,0.53,-0.53,8.0389,0.2401,-0.2401,0.2727,0.0039,-0.0039,13.2903,1.1118,-1.1118,0,686,5643,100,0.02,0.06,1.05,0.04,-0.04,0.94,0.04,-0.04,1.04,0.02,-0.02, 8.2, 2.9,-2.8
382,K00689.01,15.87360981,4.485e-05,-4.485e-05,1.893,0.057,-0.057, 3.4161,0.0660,-0.0660,1.72,0.09,-0.09,4.5965,0.1047,-0.1047,0.1145,0.0013,-0.0013,37.5399,3.1257,-3.1257,1,689,5356,100,-0.45,0.06,0.83,0.03,-0.03,0.74,0.03,-0.02,0.82,0.01,-0.01,14.6, 3.4,-4.2
