"","x"
"999",1.01186077103433e-07
"1000",8.81451460866276e-08
"1001",7.68820446122846e-08
"1002",7.87837662646628e-08
"1003",9.8846929710496e-08
"1004",1.53714533104518e-07
"1005",3.10160311496839e-07
"1006",9.91587002252621e-07
"1007",0.0959049948314836
"1008",0.0735804342299744
"1009",1.50275384726389e-06
"1010",6.13224787541074e-07
"1011",3.83915284148071e-07
"1012",2.91288210477542e-07
"1013",2.43035487340692e-07
"1014",2.09743287668166e-07
"1015",1.79642573190178e-07
"1016",1.4975184401214e-07
"1017",1.21837410379999e-07
"1018",9.84352133676735e-08
"1019",8.07341187903048e-08
"1020",6.86776408600569e-08
"1021",6.1811801163737e-08
"1022",5.99852974816929e-08
"1023",6.39299289835123e-08
"1024",7.62357724476837e-08
"1025",1.04086046165767e-07
"1026",1.69068107653484e-07
"1027",3.52385548574038e-07
"1028",1.00816424841337e-06
"1029",1.25053892812385e-06
"1030",3.8614611889405e-07
"1031",1.48053942066429e-07
"1032",7.17556154701982e-08
"1033",3.94888404263199e-08
"1034",2.31768901853735e-08
"1035",1.39631597557973e-08
"1036",8.41120260395056e-09
"1037",4.96402036744348e-09
"1038",2.82036280449912e-09
"1039",1.51878123746187e-09
"1040",7.65583756181641e-10
"1041",3.59636262313677e-10
"1042",1.6013636641037e-10
"1043",7.24406422313364e-11
"1044",3.84895789457437e-11
"1045",2.67591960749367e-11
"1046",8.12352552510603e-11
"1047",4.6923485795966e-10
"1048",1.63100713373602e-09
"1049",4.31559737731983e-09
"1050",9.82023057951183e-09
"1051",2.04002406301274e-08
"1052",3.82431310592269e-08
"1053",5.74919069566256e-08
"1054",6.18429232455187e-08
"1055",5.41373923192722e-08
"1056",4.82450758484145e-08
"1057",4.93210433454992e-08
"1058",5.95957135829404e-08
"1059",8.43150247195084e-08
"1060",1.37503725617682e-07
"1061",2.55125374522952e-07
"1062",5.13813500752766e-07
"1063",9.1232105248885e-07
"1064",1.03628582528528e-06
"1065",8.68699450425236e-07
"1066",7.374601825814e-07
"1067",6.94356082553575e-07
"1068",7.03141152702182e-07
"1069",7.00561177475098e-07
"1070",6.17580434454185e-07
"1071",4.67088400594451e-07
"1072",3.24981521519008e-07
"1073",2.25936037105578e-07
"1074",1.64612083508489e-07
"1075",1.28515150219173e-07
"1076",1.08896636325365e-07
"1077",1.01295796805042e-07
"1078",1.04818448480099e-07
"1079",1.22810737389137e-07
"1080",1.67702841655554e-07
"1081",2.83847833633131e-07
"1082",7.12967434852695e-07
"1083",1.11013806117423e-05
"1084",0.0145074182424027
"1085",7.08116665526197e-07
"1086",2.11295103350155e-07
"1087",9.43213647187968e-08
"1088",4.95456960360756e-08
"1089",2.80801805784017e-08
"1090",1.64304624375247e-08
"1091",9.65279290514200e-09
"1092",5.57434263832533e-09
"1093",3.10648358771078e-09
"1094",1.64337034115593e-09
"1095",8.14918717607001e-10
"1096",3.77667362817264e-10
"1097",1.66983176044186e-10
"1098",7.56898818365601e-11
"1099",4.03023417110579e-11
"1100",2.77105214510447e-11
"1101",7.85569894003378e-11
"1102",4.49749881544951e-10
"1103",1.54347735631561e-09
"1104",4.00563840194268e-09
"1105",8.81806994717017e-09
"1106",1.72603932906981e-08
"1107",2.93229598374193e-08
"1108",3.9385990375788e-08
"1109",4.01227259471827e-08
"1110",3.52131993049088e-08
"1111",3.15767734781837e-08
"1112",3.18574358917675e-08
"1113",3.69679337142676e-08
"1114",4.82785833823888e-08
"1115",6.83099614818107e-08
"1116",1.00341915837479e-07
"1117",1.45849039857407e-07
"1118",2.00364835572289e-07
"1119",2.56302726135386e-07
"1120",3.16623706425872e-07
"1121",4.04460274700407e-07
"1122",5.76293551501211e-07
"1123",1.00994262951537e-06
"1124",2.74309069149836e-06
"1125",0.248842434289472
"1126",0.000249493194463826
"1127",2.31146704065332e-06
"1128",7.90482712212939e-07
"1129",4.15970272870637e-07
"1130",2.72989678126295e-07
"1131",2.09212768075718e-07
"1132",1.82974958216954e-07
"1133",1.81955667598317e-07
"1134",2.07773357986811e-07
"1135",2.80173538024874e-07
"1136",4.79207162170028e-07
"1137",1.32412496394314e-06
"1138",0.00724718872585658
"1139",0.0163615206215411
"1140",8.32766936735176e-07
"1141",2.50358294691458e-07
"1142",1.10213084605126e-07
"1143",5.66719447641083e-08
"1144",3.13993034057261e-08
"1145",1.79897355745533e-08
"1146",1.03758052160291e-08
"1147",5.89693841486152e-09
"1148",3.24011842439133e-09
"1149",1.69244208652585e-09
"1150",8.30568821521203e-10
"1151",3.83156624824798e-10
"1152",1.70790192031637e-10
"1153",7.93242830233948e-11
"1154",4.30939693242483e-11
"1155",2.92290805303632e-11
"1156",7.40241505187092e-11
"1157",4.19902236578328e-10
"1158",1.42169664629163e-09
"1159",3.61132228394452e-09
"1160",7.66844701937035e-09
"1161",1.41421698580046e-08
"1162",2.20834965749397e-08
"1163",2.74165498030179e-08
"1164",2.70392996821772e-08
"1165",2.3726597802503e-08
"1166",2.12275232528376e-08
"1167",2.1036165595427e-08
"1168",2.35364595560529e-08
"1169",2.89842866947926e-08
"1170",3.76747322597982e-08
"1171",4.96914079885194e-08
"1172",6.46096982017931e-08
"1173",8.17769683421535e-08
"1174",1.01528252487061e-07
"1175",1.26673215673286e-07
"1176",1.63946693204531e-07
"1177",2.27634797323641e-07
"1178",3.52725234329212e-07
"1179",6.50357015838956e-07
"1180",1.66255397458134e-06
"1181",1.16572303726721e-05
"1182",0.0628054012127188
"1183",3.28945780554249e-06
"1184",1.10529918632121e-06
"1185",6.02956579360447e-07
"1186",4.20018515538809e-07
"1187",3.47256289787161e-07
"1188",3.323627812481e-07
"1189",3.67468502929054e-07
"1190",4.77304059495361e-07
"1191",7.62110908716981e-07
"1192",1.63884739423368e-06
"1193",4.05106884917135e-06
"1194",2.05324421654275e-06
"1195",6.07802699866356e-07
"1196",2.37483120437216e-07
"1197",1.11623193376631e-07
"1198",5.82247726582218e-08
"1199",3.2194441857268e-08
"1200",1.83181723630461e-08
"1201",1.04823177026436e-08
"1202",5.91198040763504e-09
"1203",3.22557000415827e-09
"1204",1.67550390355632e-09
"1205",8.21196955244629e-10
"1206",3.82516076542743e-10
"1207",1.75926631976842e-10
"1208",8.62202362577947e-11
"1209",4.85717052524861e-11
"1210",3.20250997960368e-11
"1211",6.77845316912903e-11
"1212",3.8054850194177e-10
"1213",1.27055551734208e-09
"1214",3.15530238695311e-09
"1215",6.45745453722782e-09
"1216",1.12615968158647e-08
"1217",1.6415700805509e-08
"1218",1.92897943136299e-08
"1219",1.86387669996908e-08
"1220",1.63201967489779e-08
"1221",1.44968035207586e-08
"1222",1.40834982919391e-08
"1223",1.5267465856229e-08
"1224",1.80260403677544e-08
"1225",2.2263564358032e-08
"1226",2.78007833717255e-08
"1227",3.44237797955199e-08
"1228",4.20922762183796e-08
"1229",5.12268733203357e-08
"1230",6.29205268022559e-08
"1231",7.90967923306679e-08
"1232",1.02830912638037e-07
"1233",1.39065585445937e-07
"1234",1.95828169343668e-07
"1235",2.85381046552242e-07
"1236",4.21390634783317e-07
"1237",5.99134357886579e-07
"1238",7.55009968344234e-07
"1239",7.97372500353093e-07
"1240",7.36960015897312e-07
"1241",6.57185109229431e-07
"1242",6.09005940800219e-07
"1243",6.09747205832574e-07
"1244",6.72450688638526e-07
"1245",8.24830795355075e-07
"1246",1.11653493819516e-06
"1247",1.52409821053481e-06
"1248",1.53485237560679e-06
"1249",9.09779163442718e-07
"1250",4.26332034204019e-07
"1251",2.02503213720289e-07
"1252",1.0268758976287e-07
"1253",5.5177062847915e-08
"1254",3.08626182368067e-08
"1255",1.76344693634638e-08
"1256",1.01029959196989e-08
"1257",5.69848526724504e-09
"1258",3.11070553369825e-09
"1259",1.62164395232415e-09
"1260",8.04631865780981e-10
"1261",3.86998488854436e-10
"1262",1.89989188298465e-10
"1263",1.0180623473456e-10
"1264",6.02642749661062e-11
"1265",3.76575840407913e-11
"1266",6.01763113968677e-11
"1267",3.33638289465872e-10
"1268",1.09821449635527e-09
"1269",2.6658398604291e-09
"1270",5.26382452279905e-09
"1271",8.73318268400679e-09
"1272",1.20541496658971e-08
"1273",1.36278993965236e-08
"1274",1.29908327411489e-08
"1275",1.13369762869091e-08
"1276",9.97082768166416e-09
"1277",9.48841105555548e-09
"1278",1.00060917321731e-08
"1279",1.14574227243682e-08
"1280",1.37162909360264e-08
"1281",1.66461657415627e-08
"1282",2.01599198082872e-08
"1283",2.42998331541423e-08
"1284",2.92961581421395e-08
"1285",3.55740338735957e-08
"1286",4.37237002988974e-08
"1287",5.44647982994682e-08
"1288",6.86217107746281e-08
"1289",8.71299927273065e-08
"1290",1.11128254472841e-07
"1291",1.42211335935884e-07
"1292",1.82866342942861e-07
"1293",2.37007513170484e-07
"1294",3.10479085187423e-07
"1295",4.11412938075604e-07
"1296",5.50188873374917e-07
"1297",7.37989570197092e-07
"1298",9.81109534294613e-07
"1299",1.26693982559406e-06
"1300",1.54244147951219e-06
"1301",1.69560381369825e-06
"1302",1.57509492152348e-06
"1303",1.15284801058998e-06
"1304",6.71195677018049e-07
"1305",3.46909947156262e-07
"1306",1.76650354066712e-07
"1307",9.28652172798502e-08
"1308",5.08329165334446e-08
"1309",2.87359645373018e-08
"1310",1.65346090792467e-08
"1311",9.52490700525055e-09
"1312",5.40264781797186e-09
"1313",2.97338871193257e-09
"1314",1.57406485229303e-09
"1315",8.06192999315739e-10
"1316",4.13026926207369e-10
"1317",2.25302011988288e-10
"1318",1.36052701690892e-10
"1319",8.52217915462495e-11
"1320",4.9417211426038e-11
"1321",5.17003115883291e-11
"1322",2.82080109943115e-10
"1323",9.1536105908052e-10
"1324",2.17341841646023e-09
"1325",4.15139805943056e-09
"1326",6.59903586186824e-09
"1327",8.73050469262051e-09
"1328",9.60420552052292e-09
"1329",9.07081977304813e-09
"1330",7.88482237396244e-09
"1331",6.85609393125113e-09
"1332",6.38890340773703e-09
"1333",6.57232056144767e-09
"1334",7.35430329008037e-09
"1335",8.64006297210365e-09
"1336",1.03439062309199e-08
"1337",1.24277126555132e-08
"1338",1.49270157753568e-08
"1339",1.79528031063372e-08
"1340",2.16674697503933e-08
"1341",2.62475003101993e-08
"1342",3.18525022315647e-08
"1343",3.86277331125323e-08
"1344",4.67761916554387e-08
"1345",5.67282937283552e-08
"1346",6.94109702989161e-08
"1347",8.66345023271121e-08
"1348",1.11756500912009e-07
"1349",1.51117923223236e-07
"1350",2.17543676663463e-07
"1351",3.3956102082228e-07
"1352",5.87594691503972e-07
"1353",1.14885707403875e-06
"1354",2.43466832131078e-06
"1355",4.08409810316103e-06
"1356",3.60370014853417e-06
"1357",2.27429260422723e-06
"1358",1.3088397663379e-06
"1359",6.86509630594798e-07
"1360",3.39511980434934e-07
"1361",1.69039919907114e-07
"1362",8.7858323934232e-08
"1363",4.78897472413526e-08
"1364",2.70805461207558e-08
"1365",1.56329581062023e-08
"1366",9.05853932317723e-09
"1367",5.18775168045861e-09
"1368",2.90281741006215e-09
"1369",1.58377890952018e-09
"1370",8.57616387574975e-10
"1371",4.83699622485858e-10
"1372",3.01884653717144e-10
"1373",2.06981512266629e-10
"1374",1.36927792307643e-10
"1375",7.38904753786034e-11
"1376",4.29565223496211e-11
"1377",2.29355933466213e-10
"1378",7.33729308539978e-10
"1379",1.70658287801851e-09
"1380",3.16495283918582e-09
"1381",4.85562634499198e-09
"1382",6.21913576120688e-09
"1383",6.70964225757129e-09
"1384",6.29573152728069e-09
"1385",5.44954281713114e-09
"1386",4.6817514762776e-09
"1387",4.27181287858187e-09
"1388",4.29424218956777e-09
"1389",4.71943529385693e-09
"1390",5.48564097723436e-09
"1391",6.54055353191629e-09
"1392",7.86429940667365e-09
"1393",9.4758223240094e-09
"1394",1.14225789343588e-08
"1395",1.37591688769084e-08
"1396",1.65265725206294e-08
"1397",1.97481002972264e-08
"1398",2.34600772358602e-08
"1399",2.77878745946032e-08
"1400",3.30603662736773e-08
"1401",3.99536828413947e-08
"1402",4.97037070323923e-08
"1403",6.4542403874638e-08
"1404",8.87566767239932e-08
"1405",1.31482863355827e-07
"1406",2.15016395774647e-07
"1407",4.04667003482579e-07
"1408",9.5370274871172e-07
"1409",3.55531847343902e-06
"1410",0.0477828337473949
"1411",0.00438491151394011
"1412",6.42457261364561e-06
"1413",2.39430695843107e-06
"1414",9.78782402333168e-07
"1415",4.08200018905684e-07
"1416",1.83445381024909e-07
"1417",9.01970705872552e-08
"1418",4.78114503529634e-08
"1419",2.67095322476221e-08
"1420",1.53819086587714e-08
"1421",8.96002618119864e-09
"1422",5.20218132127585e-09
"1423",2.98746895551905e-09
"1424",1.70637255315344e-09
"1425",9.98045270732391e-10
"1426",6.32212862061349e-10
"1427",4.52449641474724e-10
"1428",3.46180605841476e-10
"1429",2.39763203557573e-10
"1430",1.2346516529394e-10
"1431",3.45548943566555e-11
"1432",1.78965237437329e-10
"1433",5.64269105255635e-10
"1434",1.28817422676659e-09
"1435",2.32948432474618e-09
"1436",3.47331215742391e-09
"1437",4.34123568212889e-09
"1438",4.6188072825121e-09
"1439",4.31318040451182e-09
"1440",3.71739390924308e-09
"1441",3.15490228083287e-09
"1442",2.81901605763554e-09
"1443",2.77210299069934e-09
"1444",3.0021432358088e-09
"1445",3.47209108827037e-09
"1446",4.15023191013751e-09
"1447",5.02406671603923e-09
"1448",6.10027429041046e-09
"1449",7.39451316906857e-09
"1450",8.91798236160106e-09
"1451",1.06704271963848e-08
"1452",1.26502844105052e-08
"1453",1.48893011153467e-08
"1454",1.7509092938332e-08
"1455",2.0789169013807e-08
"1456",2.52481104643732e-08
"1457",3.17807601761183e-08
"1458",4.19666948790956e-08
"1459",5.88230443786363e-08
"1460",8.87600665306893e-08
"1461",1.47264469153066e-07
"1462",2.78465073160704e-07
"1463",6.41209621627142e-07
"1464",2.06299708246318e-06
"1465",1.2433236304293e-05
"1466",0.00012204766394681
"1467",4.79644413605928e-05
"1468",1.17478537050704e-05
"1469",2.39121174832182e-06
"1470",6.40037403294098e-07
"1471",2.31696756972151e-07
"1472",1.02595311547036e-07
"1473",5.16581014248124e-08
"1474",2.81790491755258e-08
"1475",1.61105882395422e-08
"1476",9.43450993525378e-09
"1477",5.57768910414621e-09
"1478",3.31481492784825e-09
"1479",2.00397877313064e-09
"1480",1.27805869137829e-09
"1481",9.07792993525407e-10
"1482",7.29979848854529e-10
"1483",6.06825450781479e-10
"1484",4.3528346100125e-10
"1485",2.19992513856288e-10
"1486",2.70209161675889e-11
"1487",1.33856114030434e-10
"1488",4.15506176018627e-10
"1489",9.3297764681986e-10
"1490",1.65232911033303e-09
"1491",2.40924114913142e-09
"1492",2.95698704626985e-09
"1493",3.11464698494188e-09
"1494",2.89786287565007e-09
"1495",2.48678058741164e-09
"1496",2.08530989242822e-09
"1497",1.82537181091497e-09
"1498",1.7571154352939e-09
"1499",1.87934245036928e-09
"1500",2.1715662383287e-09
"1501",2.61490749356661e-09
"1502",3.2006412851823e-09
"1503",3.92866353324732e-09
"1504",4.80028733374308e-09
"1505",5.81162105695171e-09
"1506",6.95460750765857e-09
"1507",8.23160439768097e-09
"1508",9.68463282907069e-09
"1509",1.1433728432617e-08
"1510",1.37183521819293e-08
"1511",1.69499121798782e-08
"1512",2.18115894004737e-08
"1513",2.9485974885442e-08
"1514",4.21893589745924e-08
"1515",6.4473432085819e-08
"1516",1.06608247458405e-07
"1517",1.93849889134108e-07
"1518",3.89801030421171e-07
"1519",8.12563115406623e-07
"1520",1.4019761960157e-06
"1521",1.80358540062537e-06
"1522",2.53772226351456e-06
"1523",8.05551884440399e-06
"1524",0.0192349438774729
"1525",1.6186931450924e-06
"1526",3.55997524447485e-07
"1527",1.3149710240868e-07
"1528",6.11038292400111e-08
"1529",3.21451898542171e-08
"1530",1.81583346041737e-08
"1531",1.06878672534714e-08
"1532",6.45096389526983e-09
"1533",3.98227765762291e-09
"1534",2.5531575534293e-09
"1535",1.76751722251725e-09
"1536",1.38498515693199e-09
"1537",1.21900721980277e-09
"1538",1.07537610836156e-09
"1539",7.90814958529384e-10
"1540",3.99797625043278e-10
"1541",2.07227543487672e-11
"1542",9.60046756532848e-11
"1543",2.92537362713568e-10
"1544",6.4715547826871e-10
"1545",1.12695554867115e-09
"1546",1.61537171293391e-09
"1547",1.9563046139567e-09
"1548",2.04570011700493e-09
"1549",1.89764051981886e-09
"1550",1.62146580318468e-09
"1551",1.34410447582965e-09
"1552",1.15342339483049e-09
"1553",1.08756710067166e-09
"1554",1.15060351013328e-09
"1555",1.33234328951245e-09
"1556",1.62200294204078e-09
"1557",2.01348490200734e-09
"1558",2.50400054835355e-09
"1559",3.08989938879819e-09
"1560",3.76461981018619e-09
"1561",4.52345632377889e-09
"1562",5.3778069533313e-09
"1563",6.37753073404508e-09
"1564",7.63666532089546e-09
"1565",9.36040567866098e-09
"1566",1.188269920731e-08
"1567",1.57415622348695e-08
"1568",2.184486753476e-08
"1569",3.18310467543144e-08
"1570",4.88431738131531e-08
"1571",7.90984491611295e-08
"1572",1.34167216891378e-07
"1573",2.28264858490415e-07
"1574",3.49247741470005e-07
"1575",4.35998093674205e-07
"1576",4.86812066889504e-07
"1577",6.05901240053104e-07
"1578",1.08962434238739e-06
"1579",6.84958919465865e-06
"1580",0.0184681643378551
"1581",7.46615317182256e-07
"1582",1.95021568291961e-07
"1583",7.98571201845987e-08
"1584",3.97993631054812e-08
"1585",2.20469211723352e-08
"1586",1.30036684416541e-08
"1587",8.00135026396315e-09
"1588",5.11836903944215e-09
"1589",3.45955166326222e-09
"1590",2.56870680863827e-09
"1591",2.17843684917162e-09
"1592",2.05388345348548e-09
"1593",1.8906129250406e-09
"1594",1.41222066210599e-09
"1595",7.20498920645937e-10
"1596",1.58411298144863e-11
"1597",6.6248828740297e-11
"1598",1.96841373403863e-10
"1599",4.29221627378112e-10
"1600",7.37261948333207e-10
"1601",1.04323162474675e-09
"1602",1.25116797308817e-09
"1603",1.30143361652827e-09
"1604",1.20420017903795e-09
"1605",1.02467850900986e-09
"1606",8.40307796896896e-10
"1607",7.07735921308201e-10
"1608",6.54251329987194e-10
"1609",6.85495306181347e-10
"1610",7.97174585983885e-10
"1611",9.83554480654968e-10
"1612",1.24068296492037e-09
"1613",1.56556134038633e-09
"1614",1.95424644207766e-09
"1615",2.40241475900402e-09
"1616",2.91128302354531e-09
"1617",3.49978302386148e-09
"1618",4.22106100642726e-09
"1619",5.18005998513664e-09
"1620",6.5521325939874e-09
"1621",8.61066741538354e-09
"1622",1.17819127921918e-08
"1623",1.67568797954972e-08
"1624",2.47045295222658e-08
"1625",3.76248859391075e-08
"1626",5.86878054211647e-08
"1627",9.13570524445556e-08
"1628",1.33788483907134e-07
"1629",1.70958662540936e-07
"1630",1.89523881053449e-07
"1631",2.02068654624829e-07
"1632",2.37278535673746e-07
"1633",3.50663767161326e-07
"1634",8.25553299486642e-07
"1635",1.66073811636018e-05
"1636",3.33365594535659e-06
"1637",3.5556533412513e-07
"1638",1.1720345987259e-07
"1639",5.36549636678905e-08
"1640",2.87449528421277e-08
"1641",1.6856991704589e-08
"1642",1.05087427030256e-08
"1643",6.91708483167205e-09
"1644",4.88248353220734e-09
"1645",3.83850287991906e-09
"1646",3.46866913403565e-09
"1647",3.45288146576148e-09
"1648",3.28017279683575e-09
"1649",2.46628767333227e-09
"1650",1.27115437893455e-09
"1651",1.238299009063e-11
"1652",4.43845506486185e-11
"1653",1.26813131963738e-10
"1654",2.71999367453731e-10
"1655",4.61633882717313e-10
"1656",6.46727006610752e-10
"1657",7.70100700176995e-10
"1658",7.97920606680126e-10
"1659",7.36739692438709e-10
"1660",6.24540210728073e-10
"1661",5.07292187841483e-10
"1662",4.20105423296205e-10
"1663",3.81298903835725e-10
"1664",3.96074977850054e-10
"1665",4.63163853772072e-10
"1666",5.79852508908553e-10
"1667",7.43916688408778e-10
"1668",9.53297954565145e-10
"1669",1.20565147212715e-09
"1670",1.5001554047616e-09
"1671",1.84326788737334e-09
"1672",2.25851592471474e-09
"1673",2.79856558734783e-09
"1674",3.55747134529188e-09
"1675",4.68363160232301e-09
"1676",6.39900716748837e-09
"1677",9.0348716531111e-09
"1678",1.30956664561158e-08
"1679",1.93518370972828e-08
"1680",2.89010728822102e-08
"1681",4.29063710930028e-08
"1682",6.12508529374308e-08
"1683",7.99960882833626e-08
"1684",9.24355920919788e-08
"1685",9.74169032488124e-08
"1686",1.02033730724449e-07
"1687",1.16535710476208e-07
"1688",1.57798900755037e-07
"1689",2.8286532205927e-07
"1690",9.065817442814e-07
"1691",0.000177267432995519
"1692",9.41232747576701e-07
"1693",2.00786890930445e-07
"1694",7.95931242233693e-08
"1695",4.02208938337828e-08
"1696",2.31231321294765e-08
"1697",1.44540011590946e-08
"1698",9.69722051178084e-09
"1699",7.07795499764299e-09
"1700",5.82827491712613e-09
"1701",5.55178193679251e-09
"1702",5.79022743533604e-09
"1703",5.64082170220285e-09
"1704",4.22636157453711e-09
"1705",2.18978472081505e-09
"1706",1.02288888907892e-11
"1707",2.9454370241336e-11
"1708",7.87538050072989e-11
"1709",1.64966131191286e-10
"1710",2.76432615182866e-10
"1711",3.83936552048478e-10
"1712",4.54622911662193e-10
"1713",4.69665928446765e-10
"1714",4.32961289359687e-10
"1715",3.65961097855793e-10
"1716",2.95022314492513e-10
"1717",2.40941767049515e-10
"1718",2.15245245339184e-10
"1719",2.21901197439748e-10
"1720",2.6095229834076e-10
"1721",3.3136417645154e-10
"1722",4.32172347998468e-10
"1723",5.62512448272033e-10
"1724",7.21969777782513e-10
"1725",9.12795171472967e-10
"1726",1.14494435330541e-09
"1727",1.44370334185761e-09
"1728",1.85848834959884e-09
"1729",2.47133226647553e-09
"1730",3.40536018163177e-09
"1731",4.83623941200099e-09
"1732",7.01058297053992e-09
"1733",1.02703728543019e-08
"1734",1.50620167832958e-08
"1735",2.18492746642793e-08
"1736",3.07382045635444e-08
"1737",4.06755360693324e-08
"1738",4.90457544973877e-08
"1739",5.35923901818221e-08
"1740",5.52421657639708e-08
"1741",5.75722511241503e-08
"1742",6.50212105328259e-08
"1743",8.43942886721919e-08
"1744",1.34062273500397e-07
"1745",2.95235491856822e-07
"1746",1.41656126438587e-06
"1747",6.39445404873181e-06
"1748",4.43793992506803e-07
"1749",1.33721572152486e-07
"1750",6.08835841169258e-08
"1751",3.35399031908928e-08
"1752",2.07206644601445e-08
"1753",1.40158637029332e-08
"1754",1.04797441441375e-08
"1755",8.9608566022955e-09
"1756",8.94278898866886e-09
"1757",9.76272893002557e-09
"1758",9.73357025564645e-09
"1759",7.1744460032083e-09
"1760",3.69772922121765e-09
"1761",9.19560831399188e-12
"1762",2.01107430911172e-11
"1763",4.79873233824851e-11
"1764",9.64924265183912e-11
"1765",1.5878618752406e-10
"1766",2.1839911008482e-10
"1767",2.57238850020437e-10
"1768",2.65139612058252e-10
"1769",2.44266143175051e-10
"1770",2.06277864963154e-10
"1771",1.65666005325646e-10
"1772",1.34141240806422e-10
"1773",1.18493492935504e-10
"1774",1.21386474787118e-10
"1775",1.43272192142603e-10
"1776",1.83947733864885e-10
"1777",2.43244283679351e-10
"1778",3.21265316922114e-10
"1779",4.19102203830983e-10
"1780",5.41007083149435e-10
"1781",6.985514938e-10
"1782",9.16445580657122e-10
"1783",1.23887513050514e-09
"1784",1.7351302574382e-09
"1785",2.50428144921962e-09
"1786",3.67977821263485e-09
"1787",5.43383313538349e-09
"1788",7.97478076769497e-09
"1789",1.15132005465638e-08
"1790",1.61427348636531e-08
"1791",2.15791610777701e-08
"1792",2.6885849517866e-08
"1793",3.07445075985958e-08
"1794",3.25771313135086e-08
"1795",3.33066842103332e-08
"1796",3.48038321308691e-08
"1797",3.9295142417423e-08
"1798",5.00920072896441e-08
"1799",7.49283525237504e-08
"1800",1.39943630296418e-07
"1801",3.89292541128202e-07
"1802",3.68876921579755e-06
"1803",1.77684321119819e-06
"1804",2.73826867958148e-07
"1805",1.02146926952549e-07
"1806",5.18979673323528e-08
"1807",3.10533303476517e-08
"1808",2.09076962941494e-08
"1809",1.58637480617305e-08
"1810",1.39870167113688e-08
"1811",1.46026391093095e-08
"1812",1.68122662951261e-08
"1813",1.72157937930732e-08
"1814",1.22481206345168e-08
"1815",6.17232683003131e-09
"1816",9.08838343384241e-12
"1817",1.49467852544086e-11
"1818",2.98269920410706e-11
"1819",5.56168231690245e-11
"1820",8.85936099274271e-11
"1821",1.20001357301193e-10
"1822",1.40355173197111e-10
"1823",1.44382320895967e-10
"1824",1.33212314962129e-10
"1825",1.12898615828092e-10
"1826",9.1029661581263e-11
"1827",7.38445996239089e-11
"1828",6.50860320484753e-11
"1829",6.63682437289306e-11
"1830",7.81543074599306e-11
"1831",1.00581120487538e-10
"1832",1.33893125639513e-10
"1833",1.78773185869076e-10
"1834",2.37158877838759e-10
"1835",3.14158124426484e-10
"1836",4.21345422449824e-10
"1837",5.81110395282633e-10
"1838",8.31106234205174e-10
"1839",1.22764599962263e-09
"1840",1.84730841063032e-09
"1841",2.7862779857365e-09
"1842",4.15545428631706e-09
"1843",6.06421961443107e-09
"1844",8.57679251595893e-09
"1845",1.16212750633575e-08
"1846",1.48678146358056e-08
"1847",1.77119731121443e-08
"1848",1.95758586552379e-08
"1849",2.04138228306543e-08
"1850",2.08750346110186e-08
"1851",2.20063722818223e-08
"1852",2.50618018748397e-08
"1853",3.18851191649393e-08
"1854",4.63630677813824e-08
"1855",7.94905135321159e-08
"1856",1.74778675389733e-07
"1857",6.64237780087121e-07
"1858",0.00632198006789666
"1859",8.58232839503228e-07
"1860",2.01255365265588e-07
"1861",8.76518258167739e-08
"1862",4.92332511251442e-08
"1863",3.24382254994257e-08
"1864",2.47021971358868e-08
"1865",2.23139289045661e-08
"1866",2.44587805371389e-08
"1867",3.03331481623414e-08
"1868",3.23621912987154e-08
"1869",2.15018783964809e-08
"1870",1.03093538983871e-08
"1871",9.73068155659709e-12
"1872",1.27183081263459e-11
"1873",2.02210813123077e-11
"1874",3.31645594800429e-11
"1875",4.9663180213743e-11
"1876",6.53391638307596e-11
"1877",7.54868810655231e-11
"1878",7.75043579947722e-11
"1879",7.19455988494156e-11
"1880",6.17929680466556e-11
"1881",5.08086741558037e-11
"1882",4.21248629809219e-11
"1883",3.76703989280175e-11
"1884",3.83417016000979e-11
"1885",4.44846039559144e-11
"1886",5.63251799918544e-11
"1887",7.4257034032974e-11
"1888",9.91842314157927e-11
"1889",1.33289806810415e-10
"1890",1.8160863857994e-10
"1891",2.54549473973858e-10
"1892",3.71062290034448e-10
"1893",5.61636943062865e-10
"1894",8.7003853631526e-10
"1895",1.35275703464843e-09
"1896",2.07514191602295e-09
"1897",3.1021809669185e-09
"1898",4.47939961034757e-09
"1899",6.197517028364e-09
"1900",8.14174514868054e-09
"1901",1.00572272189444e-08
"1902",1.16062553592396e-08
"1903",1.25624693949264e-08
"1904",1.30181644697989e-08
"1905",1.34034399958659e-08
"1906",1.4348373678943e-08
"1907",1.66277527895622e-08
"1908",2.13772364789693e-08
"1909",3.08122917758231e-08
"1910",5.0424797390821e-08
"1911",9.76950085195889e-08
"1912",2.56053493789845e-07
"1913",1.66408451283369e-06
"1914",0.0265061683206858
"1915",5.43390093863844e-07
"1916",1.69642688080875e-07
"1917",8.45717558265233e-08
"1918",5.31177206670445e-08
"1919",3.99653489828952e-08
"1920",3.6685713364004e-08
"1921",4.25939652111323e-08
"1922",5.96934559142686e-08
"1923",6.93564414501227e-08
"1924",4.01453326741603e-08
"1925",1.75065103111179e-08
"1926",1.09647169136407e-11
"1927",1.2439297369096e-11
"1928",1.60369106323383e-11
"1929",2.21871613485548e-11
"1930",2.99999800049395e-11
"1931",3.74237011431201e-11
"1932",4.22610757794025e-11
"1933",4.33001076862488e-11
